id,question,option_a,option_b,option_c,option_d,correct_answer,question_type,question_level,topic,subject_domain,language
feeb98be-23d3-4e0b-ac34-4d6093c66a75,________ टीका उपत्वचीय रूप से दिया जाता है।,एमएमआर,वैरिसेला,A और B दोनों,टीसीवी,C,MCQ,Easy,Preventive and Social Medicine,Swasthavritta & Public Health,hi
b6ea4006-2c36-4d4a-9d0c-81dfda541c7c,वाग्भट के अनुसार पित्तसंश्लिष्ट कफ में वमन को ........ औषधि के साथ किया जाना चाहिए,मधुर-शीत,तिक्त-शीत,कटु-शीत,कषाय-शीत,B,MCQ,Medium,Panchakarma,Panchakarma & Rasayana,hi
9a494168-1e45-461b-8502-aecc5aee356e,किस रोग में 'अपगतां स्मृति' का वर्णन किया गया है?,उन्माद,अपस्मार,विषाद,मोह,A,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
ca798234-085b-4fce-b8ad-8e3f994b89f0,"यदि ऊर्ध्वग रक्तपित्त अपतर्पणजन्य, अल्पदोषोत्थ हो और निर्बल व्यक्ति में हो, तो अष्टांगसंग्रह के अनुसार उसके लिए उपचार ------- है।",शमन,लंघन,विरेचन,शोधन,A,MCQ,Hard,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
895c4fd9-62d9-4073-a4cd-c0f1a5a9c800,गुंजा विष के लक्षण ........ विष के लक्षणों के समान होते हैं।,कोबरा सांप के काटने,वाइपर सांप के काटने,क्रेट सांप के काटने,फॉस्फोरस,B,MCQ,Hard,Dravyaguna,Dravyaguna & Bhaishajya,hi
31ffe89e-bee2-49d3-9de0-fe572fa2a9c2,“ vak`yaita AananaM yaaonyaa:” is found in……………,Suchimukhi,Uadavarta,Arajaska,Antramukhi,D,MCQ,Hard,Sanskrit,Ayurvedic Literature & History,hi
06828f72-5a39-4c74-833d-ad98763ee529,"चरक के अनुसार, त्व्यं च नागरं चैव समाशं श्लक्ष्णपेषितम् का उपयोग किसके काटने में होता है?",Keeta Sarpa,Mooshak,Vrushchika,Loota,C,MCQ,Medium,Agad Tantra,Agad Tantra & Forensic Medicine,hi
f8882a61-9a55-46d2-b738-dc549aafa7b1,"गर्भावस्था के ___ महीने में, ओज का विक्षोभ और अस्थिरता होती है।",आठ,नौ,छठा,सात,A,MCQ,Easy,Prasutitantra,Stri Roga & Prasuti Tantra (Gynecology & Obstetrics),hi
b401c8b0-e727-4577-80cf-f239992433fb,"वातरक्त के उपचार में, चरक ने ....... घृत की सलाह दी है",श्रावण्यादि,पारूषक,जीवनीय,"A, B और C",D,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
977e52af-9fc9-4048-bf1f-8945c4ab4b27,आर्सेनिकोसिस के होने का कारण हो सकता है................,जल,भोजन,वायु,मृदा,A,MCQ,Easy,Dravyaguna,Dravyaguna & Bhaishajya,hi
1d355070-85b0-4be4-8186-d4c823f0adff,निम्नलिखित में से किस रोग में 'गेट वेगे भावेत् स्वस्थेम' का वर्णन किया गया है?,उन्माद,अपस्मार,मनोग्रंथि,विषाद,B,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
75eacc85-abf1-4e18-83db-ceed727a0b7c,--------- स्नेह पाक आंतरिक सेवन के लिए लाभकारी होता है।,मृदु,मध्य,खर,दग्ध,A,MCQ,Easy,Samhita & Basic Principles,Samhita & Siddhanta (Fundamentals),hi
eb0a324b-e128-4330-8c2c-d359373afda0,चरक संहिता के अनुसार कंद [तना] का संग्रहण समय है,शरद,वर्षा,हेमंत,वसंत,A,MCQ,Easy,Dravyaguna,Dravyaguna & Bhaishajya,hi
17041f1c-8af0-4034-af8c-ab6111d65734,बीज को देखकर यह ज्ञान होता है कि यह एक दिन बड़े पेड़ में विकसित होगा। यह अनुमान कहलाता है...,शेषवत्,पूर्ववत्,सामान्यतो दृष्ट,परार्थ अनुमान,B,MCQ,Medium,Samhita & Basic Principles,Samhita & Siddhanta (Fundamentals),hi
d229bb2e-91e7-463c-9d6b-74d10b1fb4e6,Vyoshadi gutika rogadhikar is …,Pratishyay,Kanthrog,Mutrarog,Mukharog,A,MCQ,Easy,Dravyaguna,Dravyaguna & Bhaishajya,hi
c99b54ce-ecd4-4b5c-8ce3-fe5a441b4c3f,कफ के लिए उत्तम शामक द्रव्य ........ है।,तैल,घृत,रल,मधु,D,MCQ,Easy,Panchakarma,Panchakarma & Rasayana,hi
6b453b59-ca44-42f7-aa05-629de40fe9a3,क्लोस्ट्रिडियम टेटेनी ………………. बैसिली होते हैं।,ग्राम नेगेटिव चलनशील,ग्राम नेगेटिव अचल,ग्राम पॉजिटिव अचल,ग्राम पॉजिटिव चलनशील,C,MCQ,Easy,Ayurvedic Pharmacology,Dravyaguna & Bhaishajya,hi
e22eceff-b214-4a4d-be65-8b9f663726b4,भीलवनॉल और सेमीकार्पनॉल पाए जाते हैं...,सेमीकार्पस एनाकार्डियम,कसिया टोरा,कसिया फिस्टुला,एकेशिया कैटेचू,A,MCQ,Medium,Dravyaguna,Dravyaguna & Bhaishajya,hi
4473a14a-fb8e-4476-93af-e48c1aef4815,"चरक के अनुसार, ज्वरमोक्ष के नैदानिक लक्षण क्या हैं?","विगत क्लम - संताप, अव्यथा, विमलेन्द्रियता","शरीर शैत्यता, दाहहानि, रोचकता","विगत विरस्य, विगत दाह, शरीर शैत्यता","विगत शीतसह्यता, विगत दाह, शरीर शैत्यता",A,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
77f94712-fa79-43a0-9a37-fb0d180341fa,अर्जुन में विद्यमान प्रधान दोष है......,वात,पित्त,रक्त,कफ,C,MCQ,Easy,Netraroga,"Shalakya Tantra (ENT, Eye, Dentistry)",hi
0dd7eba2-d7c5-46e7-933e-9c8f4baa3ee0,एक वैज्ञानिक अनुसंधान परियोजना में परिणाम को -------- रूप में व्यक्त किया जा सकता है।,चार्ट,तालिकाएँ,ग्राफ,सभी,D,MCQ,Easy,Samhita & Basic Principles,Samhita & Siddhanta (Fundamentals),hi
60bb04a1-3ff8-4c1e-a13d-1962fec43fdc,रक्षाकर्म में तण्डुलबलिहोम ------ दिनों तक किया जाना चाहिए,3,5,7,10,C,MCQ,Easy,Kaumarbhritya,Kaumarbhritya & Pediatrics,hi
7af54454-034b-4f2e-8e8e-f1edcbb9826a,चंद्रोदय वर्ती में कौन सी जंतु औषधि घटक के रूप में होती है,शंख नाभि,प्रवाल,कपर्दिका,हारताल,A,MCQ,Medium,Rasa Shastra,Dravyaguna & Bhaishajya,hi
9698a69c-c1b3-486a-8f90-45c0a4cd0ea5,मृतशोधन के लिए कुर्चा बनाने के लिए निम्नलिखित में से किसका उपयोग किया जाता है?,लक्ष्मण,शन,उशीर,सहदेव,C,MCQ,Medium,Panchakarma,Panchakarma & Rasayana,hi
5d4f374c-9f9b-4c10-9e9d-aa5d232ac032,. . . . . . . एक रक्तमोक्षणअनर्ह व्याधि है,प्लीहाविकार,सर्वांगशोफ,गुल्म,वातरक्त,B,MCQ,Easy,Panchakarma,Panchakarma & Rasayana,hi
61290c2b-13f0-4db4-a0a3-826a68d382de,रक्त केवल किस धातु से जुड़ा है?,वात,त्रिदोष,पित्त,कफ,C,MCQ,Easy,Panchakarma,Panchakarma & Rasayana,hi
d408527c-3970-4ce7-851a-0cdde41798be,‘राजयक्ष्मा’ है ---------------------------- मार्गाश्रित,कोष्ठ,शाखा,मर्म-अस्थि-सन्धि,उपरोक्त सभी,C,MCQ,Medium,Samhita & Siddhanta,Samhita & Siddhanta (Fundamentals),hi
9e1f71ab-71f5-4300-9306-8ff4e193539f,बह्याभ्यंतर स्नेह की सलाह इसमें दी जाती है -,रक्तगत वात,अस्थिमज्जागत वात,कोष्ठगत वात,मेदोगत वात,B,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
96a3c623-c809-4aa8-8dc5-5b18a1f7fbdf,गर्भ में पचन का कार्य --- महाभूत का होता है।,आकाश,तेज,आप,वायु,B,MCQ,Medium,Prasutitantra,Stri Roga & Prasuti Tantra (Gynecology & Obstetrics),hi
c0953f39-dd7b-42a5-a1f1-3694060fca41,मोनोसिलेबल्स की प्राप्ति ______ महीने की आयु में होती है,6,8,10,12,A,MCQ,Easy,Ayurvedic Pediatrics,Kaumarbhritya & Pediatrics,hi
56258edd-a9d2-4ca1-bfc4-4d8ac3bfeaa9,ऑस्टियोमाइलाइटिस आमतौर पर किसके कारण होता है...,स्टैफिलोकोकस ऑरियस,ई. कोलाई,बी प्रोटियस,स्ट्रेप्टोकोकस,A,MCQ,Easy,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
b37b6857-0c8e-4e00-a8db-d0db25f2ee02,ग्रहरोगों के कारण स्तन्यादुष्टि का उल्लेख ............................................................................................................................... द्वारा किया गया है।,चरक,सुश्रुत,काश्यप,वाग्भट,C,MCQ,Medium,Kaumarbhritya,Kaumarbhritya & Pediatrics,hi
16ad7cae-a25d-438e-9ab6-ce3cb04ab311,निम्नलिखित में से किस चयापचय रोग में पेरिफेरल न्यूरोपैथी विकसित हो सकती है?,मधुमेह जुकाम,हाइपरपैराथायरायडिज्म,हाइपरपैराथायरायडिज्म,बुखार,A,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
5d28ba99-a1f7-4e92-9526-509f04e73362,देरी से दंतोद्भव देखा जाता है ......,हाइपोथायराइडिज्म,पीईएम,रिकेट्स,उपरोक्त सभी,D,MCQ,Easy,Kaumarbhritya,Kaumarbhritya & Pediatrics,hi
64865753-98d6-498a-9343-8a63f0e65bd8,शरीर में सामान्य विषाक्तता उत्पन्न करके आपराधिक गर्भपात के लिए उपविष के रूप में …… का उपयोग किया जाता है।,स्ट्रिकनीन,धतूरा मेटल,क्रोटन टिग्लियम,कैलोट्रोपिस,D,MCQ,Medium,Rasa Shastra,Dravyaguna & Bhaishajya,hi
f8864864-0220-42e5-a7e8-d44ba7e677b4,रक्तमोक्षण (शिराव्याधा) सम्यक्प्रमाणीस ……प्रस्थ।,1,¼,½,2,A,MCQ,Easy,Panchakarma,Panchakarma & Rasayana,hi
130f02da-fe72-48fb-bc07-f27ca0134913,लवणोत्तमयुक्तेन सर्पिषा वा पुनः पुनः is quoted by,Charak,Yogratnakar,Vagbhat,Sushrut,A,MCQ,Medium,Agad Tantra,Agad Tantra & Forensic Medicine,hi
4e54cdbb-a6f1-4402-9791-6b1ba11169c9,pita chakshusha,kamala,Visarpa,charmadal,None of these,A,MCQ,Medium,Kaumarbhritya,Kaumarbhritya & Pediatrics,hi
5ec68d84-251d-4574-a9a7-da47348bd9fe,आयुर्वेद कॉलेजों और अस्पतालों के माध्यम से प्राथमिकता वाले स्वास्थ्य देखभाल अनुसंधान क्षेत्रों में वैज्ञानिक अनुसंधान को बढ़ावा देने के उद्देश्य से राष्ट्रीय आयुर्वेद चिकित्सा प्रणाली आयोग ने निम्नलिखित में से किस संस्थान के सहयोग से 'स्मार्ट' (शिक्षण पेशेवरों में आयुर्वेद अनुसंधान को मुख्यधारा में लाने की संभावना) कार्यक्रम शुरू किया है?,भारतीय चिकित्सा अनुसंधान परिषद,आयुर्वेद के केंद्रीय अनुसंधान परिषद,राष्ट्रीय औषधीय पौधा बोर्ड,केंद्रीय आयुर्वेद अनुसंधान परिषद,A,MCQ,Medium,AYUSH Schemes,"Administration, AYUSH & Miscellaneous",hi
9a06dc8f-fe3b-4ec4-a095-97bd8b577487,पार्किंसंस रोग में ………बस्ति दी जा सकती है।,माषादि यापन,वैतरण बस्ति,मंजिष्ठादि क्षार,गोमूत्र बस्ति,A,MCQ,Medium,Panchakarma,Panchakarma & Rasayana,hi
85e8614a-5381-402e-bfcd-b291e59a69e2,Tadevatha Nirbhas Swarup Shunyamiva,Samadhi,Dhyana,Dharana,Pratyahara,A,MCQ,Hard,Yoga & Naturopathy,Yoga & Psychology,hi
8bfd2fcf-b162-4d5f-accc-2e3951aac1d2,……… स्वेद उपस्थम्भित सन्धिगत वात में उपयोगी होता है।,सहस्त्रशालि,परिषेक,पत्रपोट्टली,अवगाह,C,MCQ,Medium,Panchakarma,Panchakarma & Rasayana,hi
4aac5e08-95c5-4ae1-8e4d-52800357e6df,……… स्वेद निरुपस्थम्भित सन्धिगत वात में उपयोगी होता है।,सहस्त्रशालि,अवगाह,पत्रपोट्टली,परिषेक,A,MCQ,Medium,Panchakarma,Panchakarma & Rasayana,hi
b1966d2f-faa2-47bf-b98c-f218795b6ad0,काल' आहारविधिविशेषायन ' में ' के कारक को ---- के संबंध में ध्यान में रखा जाता है,जीर्ण – अजीर्ण लक्षण,ऋतु — व्याधि,Proper time of food consumption,A+B,D,MCQ,Medium,Samhita & Basic Principles,Samhita & Siddhanta (Fundamentals),hi
2aff2bd8-c529-4532-83e8-2b2f5d1221cd,सुश्रुत के अनुसार निम्न में से कौन-सा शाक ‘गरदोषहर’ कहा गया है?,पटोल,कलशाक,मण्डूकपर्णी,वासा,A,MCQ,Medium,Dravyaguna,Dravyaguna & Bhaishajya,hi
ebf0fa6f-ccc9-467d-89f3-20f60b25d0d4,वात पित्त श्लेष्माण एव देह सम्भव हेतवः। - किसआचार्य का कथन हैं।,सुश्रूत,चरक,वाग्भट्ट,काश्यप,B,MCQ,Easy,Samhita & Siddhanta,Samhita & Siddhanta (Fundamentals),hi
573bf05b-d0af-4d58-b85d-788b1b314a84,शादंग गुड़ा के अनुसार विद्यमान हैं ……... में।,ऊर,उदर,पृष्ठ,ऊर्ध्वजत्रु,B,MCQ,Medium,Ayurvedic Anatomy,Sharir (Anatomy & Physiology),hi
3b1ae64c-26a1-4a90-ae27-8e7afc7d94b4,यदि विषैली जलौका का उपयोग रक्तमोक्षण के लिए किया जाता है तो लक्षणों के उपचार के लिए .......... औषधि का उपयोग किया जाना चाहिए।,शतावरी,त्रिफला,हरिद्रा,महागदा,D,MCQ,Medium,Panchakarma,Panchakarma & Rasayana,hi
8544fdb1-4554-45dc-a77d-8694246cc870,"यदि केवल हृदय दाईं ओर स्थित होता है, तो इस विसंगति को _____ कहा जाता है।",लेवोकार्डिया,डेक्स्ट्रोकार्डिया,सीटस इन्वर्टस,सीटस सोलिटस,B,MCQ,Easy,Ayurvedic Anatomy,Sharir (Anatomy & Physiology),hi
3306aa59-7580-4626-9f4f-37ce9456bd76,"पीठ, जांघ और जांघों में दर्द'' ......योनिव्यापद में पाया जाता है",उदावर्त,कफज,कर्णिनी,प्रकचर्णा,D,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
22590a6d-0d96-4ad8-880e-b84c93d4e643,त्रिज्या के निचले सिरे के फ्रैक्चर को कहा जाता है,एडम्स,मूर्स,कोलेज़,ऑस्टिन्स,C,MCQ,Easy,Orthopedics,Shalya Tantra (Surgery),hi
90a5911e-c76a-4df5-81d4-c941aca29017,प्लेटलेट काउंट में वृद्धि को कहा जाता है ....?,थ्रोम्बोसाइटोसिस,थ्रोम्बोसाइटोपेनिया,ल्यूकेमिया,लिम्फोसाइटोसिस,A,MCQ,Easy,Physiology,Sharir (Anatomy & Physiology),hi
4604bb58-ff0b-4a99-88c6-4d1997f673e1,वीर्याल्पभावान्न निपातयेत् तत् ....... वर्षगणानुबन्ध,पितावन्त,वातावृत्त,कफावुत्त,मेदोवृत्त,C,MCQ,Hard,Agad Tantra,Agad Tantra & Forensic Medicine,hi
d3b13c7d-9d25-4492-99ba-055ebc5824e4,शरीर में ...... सेवानी मौजूद होती हैं।,14,4,5,7,D,MCQ,Easy,Ayurvedic Anatomy,Sharir (Anatomy & Physiology),hi
2a1e79ff-7207-4e35-892c-a428b8237bc8,"दीर्घकालिक गर्भनिरोधक के लिए, एक सब-डर्मल इम्प्लांट जिसे ""नॉर-प्लांट"" कहा जाता है, का उपयोग आजकल किया जा रहा है। नॉरप्लांट का मुख्य नुकसान है:",स्वतः निष्कासन,अनियमित मासिक रक्तस्राव,श्रोणि दर्दनाशी रोग,एक्टोपिक गर्भावस्था,B,MCQ,Medium,Ayurvedic Pharmacology,Dravyaguna & Bhaishajya,hi
e5838624-9913-43a1-afb3-6606e11cdb82,विशेषात् अतिवहन्यःरूक्षःकेवलवातातेः is the specially stated indication for -------- Basti.,AnuvaasanaBasti,Uttar Basti,NiruhaBasti,MaatraBasti,C,MCQ,Medium,Samhita & Basic Principles,Samhita & Siddhanta (Fundamentals),hi
dad77ad8-4cff-4e11-a976-074aeb15a874,कश्यप संहिता में आयु परीक्षण विधि _____ अध्याय में वर्णित है।,जन्मकर्मोत्तर,लक्षण,राजपुत्रिय,शरीरविचय,B,MCQ,Medium,Ayurvedic Literature,Ayurvedic Literature & History,hi
fc665f37-3558-4699-ab2f-4c35cb56c8a6,गुद is the type of,प्राणहर मर्म,मांस मर्म,रुजाकर मर्म,शिरा मर्म,D,MCQ,Easy,Anatomy,Sharir (Anatomy & Physiology),hi
55247481-79eb-478c-82dd-03af7c1a3212,……… वह स्थिति है जिसमें त्रिसिरा तंत्रिका के कार्य में व्यवधान आता है।,त्रिसिरा तंत्रिकाशूल,पार्किंसंस रोग,बेल्स पक्षाघात,पटना,A,MCQ,Easy,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
b2f8a01b-5e1d-44bb-8694-583f74a7e71a,वात दोष --- गुण से संबंधित है,सत्व,रज,तम,उष्ण,B,MCQ,Easy,Tridosha,Samhita & Siddhanta (Fundamentals),hi
0ea2de56-acbe-4404-ab47-4b3c8890c9a6,Pakvashayastha kupit vayu lakshan …,Aantrakujan,Shool – aatop,Trik vedana,All of the above,D,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
24d911f2-5c5c-48ba-b7c8-02e192c58971,ऊर्ध्व जत्रुगत विकार में कौन सा भेषज काल प्रयुक्त होता है?,मुहुर्मुहु,निशि,भोजनपूर्व,भोजनपश्चात,A,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
fb3c8871-77b6-4cac-ab5a-516ecc32bdb8,नागोदर और उपविष्टक में भ्रूण की वृद्धि के लिए द्रव्यों का उपयोग किया जाता है?,बृहणीय,जीवनीय,आधिभौतिक,उपरोक्त सभी,D,MCQ,Medium,Prasutitantra,Stri Roga & Prasuti Tantra (Gynecology & Obstetrics),hi
04519f26-3d80-4ca6-8796-6bfe93907356,शोर्णी में कितनी संधि हैं,4,l,3,l,C,MCQ,Easy,Anatomy,Sharir (Anatomy & Physiology),hi
16a77284-afee-40fc-816e-039654254357,स्खलन का सामान्य पीएच है…………..,7.2 – 7.8,6.2 - 6.8,8,9,A,MCQ,Easy,Dravyaguna,Dravyaguna & Bhaishajya,hi
62ef553f-11a0-4112-b3e5-248f1aaa3cca,फाइलेरिया में ------------का संकेत होता है।,स्नेहन,बस्ति,वमन,शिरावेध,D,MCQ,Medium,Panchakarma,Panchakarma & Rasayana,hi
f3b9f032-72cb-413b-8ab8-e14636359d67,चरकाचार्य के अनुसार कान के रोगों की संख्या है ........।,28,25,4,15,A,MCQ,Easy,Netraroga,"Shalakya Tantra (ENT, Eye, Dentistry)",hi
eb1ed780-a898-4e16-8ec5-27c951bb029e,स्तनपान माँ में ------------------- कैंसर के जोखिम को कम करता है।,गर्भाशय,अंडाशय,यकृत,फेफड़ा,B,MCQ,Easy,Kaumarbhritya,Kaumarbhritya & Pediatrics,hi
77f3944c-5573-484a-b20d-9b4cc3e5513d,"गंभीर संयुक्त प्रतिरक्षा कमी (SCID) में, रोगियों में .... की कमी होती है।",बी कोशिकाएँ,टी कोशिकाएँ,a और b दोनों,IgA,C,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
b5310d88-4198-42b6-b321-33f6ba3f4244,आचार्य वाग्भट्ट के अनुसार तृष्णा तथा ज्वर ........ में उपस्थित होते हैं।,पिष्टक,अर्जुन,शुक्तिका,शीरजल,C,MCQ,Medium,Netraroga,"Shalakya Tantra (ENT, Eye, Dentistry)",hi
c17d1bcc-6fc1-4e5c-9782-cc244055b642,द्रव्य के भेद होते है।,2,3,9,असख्य,D,MCQ,Easy,Samhita & Siddhanta,Samhita & Siddhanta (Fundamentals),hi
2d270164-d9bd-42dc-ada8-0a5a31d9ca85,तृष्णा प्रधान दोष है ...।,पित्त,वात-पित्त,पित्त-कफ,वात-कफ,B,MCQ,Easy,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
b7bdea7c-cc1d-4f0e-a7c8-17248a51af72,"____ समाधि में, चित्त को ध्यान की एक और भी सूक्ष्म वस्तु, जैसे इंद्रियों पर केंद्रित किया जाता है।",सवितर्क,सविचार,सानंद,सास्मिता,C,MCQ,Medium,Sanskrit,Ayurvedic Literature & History,hi
7bff4b77-8bb8-4c25-8c62-12676a6dd08b,वातिक चर्दी में विरुद्ध है?,लंघन या स्तंभन,लंघन या शोषण,स्तंभन या वमन,वमन और उपवास,D,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
7871268d-3e14-48ce-a50d-923a5e8ecc86,शाम को शरीर के तापमान में वृद्धि होना' ------------ का लक्षण है,वातज गुल्म,पित्तज गुल्म,कफज प्रमेह,परावर्तित ज्वर,A,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
8df1e783-4afe-4bed-8673-c8ff4068ee90,"अष्टांग हृदय सूत्र स्थान 11/13 के अनुसार, पुरीष वृद्धि लक्षण में शामिल नहीं है .............",अध्मान,आतोप,गौरवता,बस्तितोड़,D,MCQ,Medium,Samhita & Siddhanta,Samhita & Siddhanta (Fundamentals),hi
ac8c82df-b5f2-45f2-90b2-c5356f756884,संसर्जन क्रम में घने मांसरस के प्रारूपण के लिए मांस और जल की मात्रा है,24 तोला : 64 तोला,36 तोला : 64 तोला,16 तोला : 64 तोला,32 तोला : 64 तोला,D,MCQ,Easy,Panchakarma,Panchakarma & Rasayana,hi
e92c1715-bf4d-4b81-8557-5b796f64e01c,आघात के बाद देर से होने वाली मृत्यु में आमतौर पर बेसल गैंग्लिया और ग्लोबस पैलिडस का द्विपार्श्विक नेक्रोसिस देखा जाता है......,कार्बन मोनोऑक्साइड विषाक्तता,कार्बन डाइऑक्साइड विषाक्तता,डूबने से,फांसी,A,MCQ,Hard,Ayurvedic Toxicology (Agada Tantra),Agad Tantra & Forensic Medicine,hi
1cf31636-c9a7-48b2-bf12-93557a22403f,शरद ऋतु में विरेचन के लिए क्या प्रयोग करना चाहिए?,निशोत्तर तथा शर्करा,"निशोत्तर, धामासा, यष्टि","निशोत्तर, इंद्रयव, शुंठी, पिप्पली","निशोत्तर, चित्रक, वचा",B,MCQ,Medium,Panchakarma,Panchakarma & Rasayana,hi
69d2d780-2973-4ebf-8d52-f19ffdf73cd3,कोण बंद ग्लूकोमा में दूसरी आंख के लिए चयनित उपचार है,शल्य चिकित्सीय परिधीय आइरिडेक्टॉमी,यैग लेजर आइरिडोटॉमी,ट्रेबिकुलोटॉमी,ट्रेबिकुलेक्टॉमी,B,MCQ,Medium,Netraroga,"Shalakya Tantra (ENT, Eye, Dentistry)",hi
59770aae-4cf5-46c6-adde-ca9a1976fbc7,महास्वर की विशेषता है .... ।,रस,मज्जा,सत्व,मेद,D,MCQ,Medium,Dhatusarata,Samhita & Siddhanta (Fundamentals),hi
2c652514-e317-481c-b0ff-ffc5520e6444,Kanjee का उपयोग ……….. में स्वेदन द्रव्य के रूप में किया जाना चाहिए।,पित्तानुबंधी वात,कफानुबंधी पित्त,कफानुबंधी पित्त,वातानुबंधी कफ,A,MCQ,Medium,Panchakarma,Panchakarma & Rasayana,hi
a325e9ae-a673-44d6-b8ee-bf6409a594fb,एडीएच किस पर कार्य करता है?,हेनले के लूप पर,वृषण की एकत्रित नलिकाओं पर,वृक्क की एकत्रित नलिकाओं पर,PCT (प्रॉक्सिमल सीक्रीटरी ट्यूब्यूल),C,MCQ,Easy,Ayurvedic Physiology,Sharir (Anatomy & Physiology),hi
4530e8ba-ee70-4a3e-8c00-7b60ddb401bd,"औषधीय प्रसंस्करण में शाकाहारी सूत्रों के लिए, ''निष्कुलीकरण'' किसके लिए किया जाता है",आमलकी,कुशमांड,शतावरी,तीनों,D,MCQ,Medium,Bhaishajyakalpana,Dravyaguna & Bhaishajya,hi
834c991f-ff10-4578-ba6f-9186acb2d64f,Krimidanta is …….. gat roga,dantamul,danta,shiro,none of above,B,MCQ,Easy,Dravyaguna,Dravyaguna & Bhaishajya,hi
409e85c5-a5e9-4f14-ab12-944d7ae19848,"कश्यप के अनुसार इनमें से कौन सा इंद्रिय युग्म परस्पर संबंधित है, जहां एक को हुए नुकसान से दूसरे के कार्य प्रभावित होते हैं?",घ्राण और रसना,घ्राण और श्रवण,श्रवण और वाक्,वाक् और रसना,C,MCQ,Medium,Kaumarbhritya,Kaumarbhritya & Pediatrics,hi
30e4a4cd-dfb5-4a97-a5e7-3231b3065224,सुश्रुत के अनुसार हनु मोक्ष ............... गत रोग है।,दंतमूल,दंत,शिरो,उपरोक्त में से कोई नहीं,B,MCQ,Easy,Netraroga,"Shalakya Tantra (ENT, Eye, Dentistry)",hi
9f4db900-83af-460e-84b4-b20c4ff32806,विचर्चिका में दोषाधिक्य है,वात,कफ,पित्त,सभी,B,MCQ,Easy,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
7f0316a5-7cca-4408-b2ea-d5b4634b7bd2,एचएसजी के लिए योनि नहर को खोलने के लिए उपयोग किए जाने वाला उपकरण ………. है।,स्पिलेज,स्पेकुलम,गर्भाशय ध्वनि,टेनाकुलम,B,MCQ,Easy,Panchakarma,Panchakarma & Rasayana,hi
6d6d8240-58a6-438b-bdca-2f40f8b6a600,प्रतिमार्शनास्य की मात्रा ....... बिंदु होती है।,2,3,5,4,D,MCQ,Easy,Panchakarma,Panchakarma & Rasayana,hi
84386307-84b6-424b-b899-3274137e2c81,वातरक्त की रक्त और पित्त अतिवृद्ध अवस्था में चिकित्सा ---------- की चिकित्सा के समान की जाती है।,व्रण,रक्तपित्त,वात व्याधि,विसर्प,A,MCQ,Medium,Samhita & Basic Principles,Samhita & Siddhanta (Fundamentals),hi
389ec297-06d8-4fbb-b5a5-944a26d10409,"अष्टांग हृदय संहिता के अतिसार चिकित्सा में ""प्राणदा प्राणदा दोषे विबद्धे संप्रवर्तिनी"" का उल्लेख है। यहाँ प्राणदा शब्द का अर्थ है",पिप्पली,गुडूची,हरितकी,सुंठी,C,MCQ,Medium,Dravyaguna,Dravyaguna & Bhaishajya,hi
03e218fd-97e6-4d1a-9b2d-03014f3b2c9f,वेदना का अधिष्ठान है ?,शरीर,मन,इन्द्रियॉ,उर्पयुक्त सभी,D,MCQ,Easy,Samhita & Siddhanta,Samhita & Siddhanta (Fundamentals),hi
fd0a8503-e2e2-4a64-a486-a28db23c7a5a,Bhallatak' is vyadhi pratyaneek chikitsa in------------,Shushka Arsha,Stravee Arsha,Bahya Arsha,Aabhyantar Arsha,A,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
b8bb4ac2-aa4b-4708-843c-f89be190c5f9,विरेचन अतियोग लक्षण में अतियोगजन्य लक्षणों को कम करने के लिए .......... दिया जाता है,पिच्छबस्ति,फलवार्ति,तीक्ष्ण वमन,तीक्ष्ण निरूह बस्ति,D,MCQ,Medium,Panchakarma,Panchakarma & Rasayana,hi
