ITA_ID,English_Term,Ground_Truth,Predicted,Match
ITA-5.63.46,Atrophy of palate,tāluśoṣaḥ,Talugata Shosha,False
ITA-5.63.47,Palatal inflammation,tālupākaḥ/ tāluśothaḥ,Talugata Shotha,False
ITA-5.63.48,Palatal boil,tālupiḍakā,Talugata Puya,False
ITA-5.63.49,Palatal abscess,tāluvidradhiḥ,Talugata Vidradhi,False
ITA-5.63.50,Disorders of throat,kaṇṭhagatarogaḥ,Talugata Shotha Vidradhi,False
ITA-5.63.51,Diphtheria,rohiṇī,Talugata Shosha Vidradhi,False
ITA-5.63.52,Diphtheria due to vitiated vāta,vātajarohiṇī,Talugata Shosha Vidradhi,False
ITA-5.63.53,Diphtheria due to vitiated pitta,pittajarohiṇī,Talugata Shosha Vidradhi,False
ITA-5.63.54,Diphtheria due to vitiated kapha,kaphajarohiṇī,Talugata Shosha Vidradhi,False
ITA-5.63.55,Diphtheria due to vitiated tridosha,sannipātajarohiṇī,Talugata Shosha Vidradhi,False
ITA-5.63.56,Diphtheria due to vitiated blood,raktajarohiṇī,Talugata Shosha Vidradhi,False
ITA-5.63.57,Diphtheria due to vitiated fat,medajarohiṇī,Talugata Shosha Vidradhi,False
ITA-5.63.58,Adenoids,kaṇṭhaśālūkaḥ,Talugata Shosha Vidradhi,False
ITA-5.63.59,"Hypopharyngeal growth, PlummerVinson syndrome",valayaḥ,Talugata Shosha Vidradhi,False
ITA-5.63.60,Inflammatory swelling of throat,balāsaḥ,Talugata Shosha Vidradhi,False
ITA-5.63.61,Cystic growth in throat,ekavṛndaḥ,Galaganda,False
ITA-5.63.62,Pharyngeal abscess,vṛndaḥ,Tundikeri,False
ITA-5.63.63,Retro-pharyngeal abscess,śataghnī,Apaci,False
ITA-5.63.64,Swelling in throat (chronic tonsillitis),gilāyuḥ,Kanthashotha,False
ITA-5.63.65,Throat abscess,galavidradhiḥ,Kanthashosha,False
ITA-5.63.66,Acute inflammation of hypopharyngeal region,galaughaḥ,Galashundika,False
ITA-5.63.67,Paralysis of vocal cords,svaraghnam,Galaganda,False
ITA-5.63.68,Malignant tumour of throat,māṃsatānaḥ,Galaganda,False
ITA-5.63.69,Neoplasm of pharynx,vidārī,Galaganda,False
ITA-5.63.70,Global oral cavity disorder,sarvasaramukharogaḥ,Galaganda,False
ITA-5.64.1,Disorders of ear,karṇarogaḥ,Galaganda,False
ITA-5.64.2,Ear pain; otalgia,karṇaśūlaḥ,Galaganda,False
ITA-5.64.3,"Abnormal perception of sounds, tinnitus due to mechanical reasons",karṇa-nādaḥ,Galaganda,False
ITA-5.64.4,Deafness,bādhiryam,Galaganda,False
ITA-5.64.5,"Abnormal perception of sounds, tinnitus due to excess excertion, depletion of structural components.",karṇa-kṣveḍaḥ,Galaganda,False
ITA-5.64.6,Otorrhoea,karṇa-srāvaḥ,Otorrhoea - karna srava,False
ITA-5.64.7,Auricular pruritis,karṇa-kaṇḍūḥ,Auricular pruritus - karna kandu,False
ITA-5.64.8,Impacted wax,karṇa-gūthakaḥ,Impacted wax - karna krimi,False
ITA-5.64.9,Tympanic perforation,karṇa-pratināhaḥ,Tympanic perforation - karna paka,False
ITA-5.64.10,Maggots in ear,kṛmikarṇakaḥ,Maggots in ear - karna krimi,False
ITA-5.64.11,Ear abscess,karṇa-vidradhiḥ,Ear abscess - karna vidradhi,False
ITA-5.64.12,Otitis externa,karṇa-pākaḥ,Otitis externa - karna paka,False
ITA-5.64.13,Suppurative otitis media,pūtikarṇaḥ,Suppurative otitis media - karna paka with puya,False
ITA-5.64.14,Oedema of ear,karṇa-śophaḥ/ karṇaśothaḥ,Otitis media - karna paka with srava,False
ITA-5.64.15,Tumours of ear,karṇa-arbudaḥ,Otitis externa - karna paka,False
ITA-5.64.16,Auricular polyp,karṇa-arśaḥ,Tumours of ear - karna arbuda,False
ITA-5.64.17,"Ear disorder due to vitiated vata, acute otalgia",vātajakarṇarogaḥ/ vātajakarṇaśūlam,Auricular polyp - karna granthi,False
ITA-5.64.18,"Ear disorder due to vitiated pitta, subacute otalgia",pittajakarṇarogaḥ,Ear disorder due to vitiated vata - karna shula,False
ITA-5.64.19,"Ear disorders due to vitiated kapha, chronic otalgia",kaphajakarṇarogaḥ,Ear disorder due to vitiated pitta - karna shula,False
ITA-5.64.20,"Ear disorder due to vitiated tridosha, complicated otalgia",sannipātajakarṇarogaḥ/ sānnipātikakarṇaśūlam,Ear disorder due to vitiated kapha - karna shula,False
ITA-5.64.21,Disorders of ear lobule,karṇapālirogaḥ,Karnamuleeṣu rogaṇaḥ - Karnamuleeṣu rogaṇaḥ,False
ITA-5.64.22,Traumatic ear lobule injury,paripoṭakaḥ,Karnamuleeṣu vighātaḥ - Karnamuleeṣu vighātaḥ,False
ITA-5.64.23,Inflammation of ear lobule,utpātaḥ,Karnamuleeṣu śothaḥ - Karnamuleeṣu śothaḥ,False
ITA-5.64.24,Painless oedema of ear lobule,unmathakaḥ,Karnamuleeśo'pi śophāḥ - Karnamuleeśo'pi śophāḥ,False
ITA-5.64.25,Traumatic lobulitis due to improper ear piercing,duḥkhavardhanaḥ,Karnamuleeśo'pi lobūlīkāḥ - Karnamuleeśo'pi lobūlīkāḥ,False
ITA-5.64.26,"Pustules on ear lobe, epidermoid cyst",parilehī,"Karnamuleeśo'pi lobūlīkāḥ, śothāḥ - Karnamuleeśo'pi lobūlīkāḥ, śothāḥ",False
ITA-5.65.1,Disorders of nose and paranasal sinuses,nāsārogaḥ,"Karnamuleeśo'pi pūyāḥ, śothāḥ, vidradhiḥ - Karnamuleeśo'pi pūyāḥ, śothāḥ, vidradhiḥ",False
ITA-5.65.2,Chronic rhinitis (allergic),apīnasaḥ,"Karnamuleeśo'pi pūryāḥ, śothāḥ, vidradhiḥ, atipūrṇaṃ - Karnamuleeśo'pi pūryāḥ, śothāḥ, vidradhiḥ, atipūrṇaṃ",False
ITA-5.65.3,"Foul smell in nose and mouth, atrophic rhinitis.",pūtīnāsā,"Karnamuleeśo'pi vidradhiḥ, śothāḥ, pūyāḥ - Karn",False
ITA-5.65.4,Suppurative vestibulitis,ghrāṇapākaḥ/ nāsāpākaḥ,,False
ITA-5.65.5,Purulent and sanguineous rhinitis,pūyaraktam/ pūya-śoṇitam,,False
ITA-5.65.6,Sneezing,kṣavathuḥ,,False
ITA-5.65.7,Sneezing due to exogenous factors,āgantukṣavathuḥ,,False
ITA-5.65.8,Thick saltish nasal discharge,bhraṃśathuḥ,,False
ITA-5.65.9,"Burning sensation in nose, acute catarrhal rhinitis",dīptaḥ,,False
ITA-5.65.10,Nasal obstruction,pratīnāhaḥ,नासाशोषः,False
ITA-5.65.11,Nasal discharge,ghrāṇasrāvaḥ/ nāsāsrāvaḥ,नासास्रावः,False
ITA-5.65.12,Excessive dryness of nasal mucosa,nāsāśoṣaḥ,नासाशोफः,False
ITA-5.65.13,Rhinitis,pratiśyāyaḥ/ pīnasaḥ,नासाशोफः,False
ITA-5.65.14,Rhinitis due to vitiated vata,vātajapratiśyāyaḥ,नासाशोफः,False
ITA-5.65.15,Rhinitis due to vitiated pitta,pittaja-pratiśyāyaḥ,नासाशोफः,False
ITA-5.65.16,Rhinitis due to vitiated kapha,kaphaja-pratiśyāyaḥ,नासाशोफः,False
ITA-5.65.17,Rhinitis due to vitiated tridosha,sannipātaja-pratiśyāyaḥ,नासाशोफः,False
ITA-5.65.18,Chronic and recurring rhinitis,duṣṭapratiśyāyaḥ,नासाशोफः,False
ITA-5.65.19,Rhinitis due to vitiated blood,raktaja-pratiśyāyaḥ,नासाशोफः,False
ITA-5.65.20,Nasal tumour,nāsārbudaḥ,नासाशोफः,False
ITA-5.65.21,Nasal polyp,nāsārśaḥ,नासाशोफः,False
ITA-5.65.22,Nasal polyp due to vitiated vata,vātajanāsārśaḥ,नासाशोफः,False
ITA-5.65.23,Nasal polyp due to vitiated pitta,pittajanāsārśaḥ,नासाशोफः,False
ITA-5.65.24,Nasal polyp due to vitiated kapha,kaphajanāsārśaḥ,नासाशोफः,False
ITA-5.65.25,Nasal polyp due to vitiated tridosha,sannipātajanāsārśaḥ,नासिका-पिडका वात-पित्त-कफ त्रिदोषज:,False
ITA-5.66.1,Eye disorders,netrarogaḥ,नेत्र-रोगे वात-पित्त-कफ त्रिदोषज:,False
ITA-5.66.2,Conjunctivitis,abhiṣyandaḥ,नेत्र-रोगे वात-पित्त-कफ त्रिदोषज:,False
ITA-5.66.3,"Conjunctivitis due to vitiated vata, subacute catarrhal conjunctivitis",vātābhiṣyandaḥ,नेत्र-रोगे वात-पित्त-कफ त्रिदोषज:,False
ITA-5.66.4,"Conjunctivitis due to vitiated pitta, acute catarrhal conjunctivitis",pittābhiṣyandaḥ,नेत्र-रोगे वात-पित्त-कफ त्रिदोषज:,False
ITA-5.66.5,"Conjunctivitis due to vitiated kapha, purulent conjunctivitis",kaphābhiṣyandaḥ,नेत्र-रोगे वात-पित्त-कफ त्रिदोषज:,False
ITA-5.66.6,"Conjunctivitis due to vitiated blood, acute mucopurulent conjunctivitis",raktābhiṣyandaḥ,नेत्र-रोगे वात-पित्त-कफ त्रिदोषज:,False
ITA-5.66.7,Glaucoma,adhimanthaḥ,ग्लौकोमा वात-पित्त-कफ त्रिदोषज:,False
ITA-5.66.8,"Glaucoma due to vitiated vata, acute congestive glaucoma",vātaja-adhimanthaḥ,ग्लौकोमा वात-पित्त-कफ त्रिदोषज:,False
ITA-5.66.9,"Glaucoma due to vitiated pitta, secondary glaucoma",pittaja-adhimanthaḥ,ग्लौकोमा वात-पित्त-कफ त्रिदोषज:,False
ITA-5.66.10,"Glaucoma due to vitiated kapha, chronic glaucoma",kaphaja-adhimanthaḥ,ग्लौकोमा वात-पित्त-कफ त्रिदोषज:,False
ITA-5.66.11,"Glaucoma due to vitiated blood, haemorrhagic glaucoma",raktaja-adhimanthaḥ,नेत्र-रोगे वात-पित्त-कफ त्रिदोषज:,False
ITA-5.66.12,Panophthalmitis,saśophapākaḥ,पिडका-नेत्रे वात-पित्त-कफ त्रिदोषज:,False
ITA-5.66.13,Non-inflammatory atrophy of the globe,aśophapākaḥ,नेत्र-रोगे वात-पित्त-कफ त्रिदोषज:,False
ITA-5.66.14,Atrophic bulbi following acute congestive glaucoma,hatādhimanthaḥ,नेत्र-रोगे वात-पित्त-कफ त्रिदोषज:,False
ITA-5.66.15,Ocular pain,vātaparyāyaḥ,Netra-vedana 2. Xerophthalmia 3. Netra-sannirodha 4. Netra-raktata 5. Netra-abhishyanda 6. Netra-shotha 7. Netra-raktaja-vrana 8. Netra-sannirodha-vrana 9. Netra-kleda 10. Netra-paka 11. Netra-sannirodha-paka 12. Netra-sannirodha-vrana 13. Netra-sannirodha-vrana 14. Netra-sannirodha-vrana 15. Netra-sannirodha-vrana,False
ITA-5.66.16,Xerophthalmia,śuṣkākṣipākaḥ,,False
ITA-5.66.17,Referred pain in eye,anyatovātaḥ,,False
ITA-5.66.18,Chemosis,amlādhyuṣitaḥ/ amloṣitaḥ,,False
ITA-5.66.19,Episcleritis,sirotpātaḥ/ śirotpātaḥ,,False
ITA-5.66.20,Hyperaemia of the eyeball,sirāpraharṣaḥ,,False
ITA-5.66.21,Corneal ulcer,savraṇaśukraḥ/ kṣataśuklaḥ,,False
ITA-5.66.22,Irremediable corneal ulcer,asādhya-savraṇaśukraḥ,,False
ITA-5.66.23,Corneal opacity,avraṇaśukraḥ,,False
ITA-5.66.24,Reddish coloration of eye,akṣipākaḥ,,False
ITA-5.66.25,Prolapsed iris or anterior staphyloma,ajakā,,False
ITA-5.66.26,Disorder affecting first layer of eye,prathamapaṭalagatadoṣaḥ,,False
ITA-5.66.27,Disorder affecting second layer of eye,dvitīya-paṭalagatadoṣaḥ,,False
ITA-5.66.28,Disorder affecting third layer of eye,tṛtīyapaṭalagata-doṣaḥ,,False
ITA-5.66.29,Disorder affecting fourth layer of eye,caturthapaṭalagata-doṣaḥ,,False
ITA-5.66.30,Mature cataract,liṅganāśaḥ,तिमिरम् (timira),False
ITA-5.66.31,Mature cataract due to vitiated vata,vātika-liṅganāśaḥ,वातज तिमिरम् (vataja timira),False
ITA-5.66.32,Mature cataract due to vitiated pitta,paittika-liṅganāśaḥ,पित्तज तिमिरम् (pittaja timira),False
ITA-5.66.33,Mature cataract due to vitiated kapha,ślaiṣmika-liṅganāśaḥ,कफज तिमिरम् (kaphaja timira),False
ITA-5.66.34,Mature cataract due to vitiated blood,raktaja-liṅganāśaḥ,त्रिदोषज तिमिरम् (tridoshaja timira),False
ITA-5.66.35,Mature cataract due to vitiated tridosha,sānnipātika-liṅganāśaḥ,वातज तिमिरम् (vataja timira),False
ITA-5.66.36,Mature cataract in which only yellow is perceived,parimlāyi-liṅganāśaḥ,पित्तज तिमिरम् (pittaja timira),False
ITA-5.66.37,Mature cataract due to trauma,abhighātaja-liṅganāśaḥ,कफज तिमिरम् (kaphaja timira),False
ITA-5.66.38,Daytime blindness,pittavidagdhadṛṣṭiḥ/ divāndhyam/ doṣāndhyam,वातज तिमिरम् (vataja timira),False
ITA-5.66.39,Night blindness,kaphavidagdhadṛṣṭiḥ/ rātryāndhyam,पित्तज तिमिरम् (pittaja timira),False
ITA-5.66.40,Haziness of vision,dhūmadarśī/ dhūmaraḥ,कफज तिमिरम् (kaphaja timira),False
ITA-5.66.41,"Retinitis pigmentosa, central opacity of lens",hrasvajāḍyam,त्रिदोषज तिमिरम् (tridoshaja timira),False
ITA-5.66.42,Maculopathy,nakulāndhyam,वातज तिमिरम् (vataja timira),False
ITA-5.66.43,Phthisis bulbi endophthalmitis,gambhīrā-dṛṣṭiḥ,पित्तज तिमिरम् (pittaja timira),False
ITA-5.66.44,Eye disorder due to over-consumption of sour foods,vidagdhāmlam,कफज तिमिरम् (kaphaja timira),False
ITA-5.66.45,Eye disorder with a particular cause,nimittajanyadṛṣṭigatarogaḥ,Netra roga with a specific cause,False
ITA-5.66.46,Eye disorder with no particular cause; unknown cause,animittajanyadṛṣṭigatarogaḥ,Netra roga with no specific cause; without an identified cause,False
ITA-5.66.47,Pterygium,prastāryarma,Pterygium,False
ITA-5.66.48,Pinguecula,śuklārma,Pinguecula,False
ITA-5.66.49,Progressive pterygium,lohitārma/ kṣatārma,Progressive pterygium,False
ITA-5.66.50,Papilloma,adhimāṃsajārma,Papilloma,False
ITA-5.66.51,Tumour of conjunctiva,snāyvarma,Tumour of conjunctiva,False
ITA-5.66.52,Xerosis,śuktiḥ,Xerosis,False
ITA-5.66.53,Subconjunctival haemorrhage of haemangioma,arjunaḥ,Subconjunctival haemorrhage of haemangioma,False
ITA-5.66.54,Lymphangioma,piṣṭakaḥ,Lymphangioma,False
ITA-5.66.55,Haemangioma,sirājālaḥ,Haemangioma,False
ITA-5.66.56,Phlyctenular keratoconjunctivitis,sirājapiḍakā,Phlyctenular keratoconjunctivitis,False
ITA-5.66.57,Conjunctival cyst,balāsakaḥ,Conjunctival cyst,False
ITA-5.66.58,Acute dacrocystitis,pūyālasaḥ,Acute dacrocystitis,False
ITA-5.66.59,"Marginal chalazion, lacrimal cyst",upanāhaḥ,"Marginal chalazion, lacrimal cyst",False
ITA-5.66.60,Epiphora,srāvaḥ,Epiphora - अश्रुस्रावः,False
ITA-5.66.61,Pus discharge from corners of eye,pūyasrāvaḥ/ sannipātaja-srāvaḥ,Pus discharge from corners of eye - कफस्रावः,False
ITA-5.66.62,"White, sticky discharge from corners of eye",śleṣmā-srāvaḥ,"White, sticky discharge from corners of eye - श्वेतस्रावः",False
ITA-5.66.63,Blood exudation from corners of eye,rakta-srāvaḥ,Blood exudation from corners of eye - रक्तस्रावः,False
ITA-5.66.64,Yellowish-blue exudation from corners of eye,pitta-srāvaḥ,Yellowish-blue exudation from corners of eye - पीत-नीलस्रावः,False
ITA-5.66.65,Watery exudation from corners of eye,jala-srāvaḥ,Watery exudation from corners of eye - जलं स्रावः,False
ITA-5.66.66,Corneal nodules,parvaṇikā,Corneal nodules - त्वक्मण्डलगत ग्रन्थिः,False
ITA-5.66.67,Phlyctenular keratoconjuctivitis,alajī,Phlyctenular keratoconjuctivitis - तिमिरग्रहः,False
ITA-5.66.68,"Chronic blepharitis, pedicularis palpebrae",kṛmigranthiḥ,"Chronic blepharitis, pedicularis palpebrae - कफज ब्लेफराइटिस",False
ITA-5.66.69,Disorders of eyelids,vartma-rogaḥ,Disorders of eyelids - वर्त्मरोगाः,False
ITA-5.66.70,Hordeolum internum (stye),utsaṅginī,Hordeolum internum (stye) - आर्द्रक,False
ITA-5.66.71,Multiple styes,kumbhīkā,Multiple styes - पिडकाः,False
ITA-5.66.72,Trachoma,pothakī,Trachoma - लोहितिका,False
ITA-5.66.73,"Spring catarrh, granular form of trachoma",vartmaśarkarā,"Spring catarrh, granular form of trachoma - प्रीहा",False
ITA-5.66.74,Papillary form of trachoma,arśovartma,Papillary form of trachoma - तिमिरग्रहः,False
ITA-5.66.75,Granuloma or polyp-like growth,śuṣkārśaḥ/ lohitārśaḥ,Granuloma or polyp-like growth - Granuloma or polyp-like growth,False
ITA-5.66.76,Stye,añjananāmikā,Stye - Stye,False
ITA-5.66.77,Multiple Meibomian cysts,bahalavartma,Multiple Meibomian cysts - Multiple Meibomian cysts,False
ITA-5.66.78,Allergic oedema of the eyelid,vartmāvabandhakaḥ,Allergic oedema of the eyelid - Allergic oedema of the eyelid,False
ITA-5.66.79,Lid abscess,vartmakardamaḥ,Lid abscess - Lid abscess,False
ITA-5.66.80,Palpebral type of spring catarrah,kliṣṭavartma,Palpebral type of spring catarrah - Palpebral type of spring catarrah,False
ITA-5.66.81,"Ecchymosis, haematoma of lid",śyāva-vartma,"Ecchymosis, haematoma of lid - Ecchymosis, haematoma of lid",False
ITA-5.66.82,Conjunctivitis,praklinnavartma/ kaphotkliṣṭa-vartma,Conjunctivitis - Conjunctivitis,False
ITA-5.66.83,Mucopurulent conjunctivitis,apariklinnavartma/ kliṣṭa-vartma,Mucopurulent conjunctivitis - Mucopurulent conjunctivitis,False
ITA-5.66.84,Lagophthalmos,vātāhata-vartma,Lagophthalmos - Lagophthalmos,False
ITA-5.66.85,Polyp or papilloma of lid,vartmārbudaḥ,Polyp or papilloma of lid - Polyp or papilloma of lid,False
ITA-5.66.86,Frequent blinking,nimeṣaḥ,Frequent blinking - Frequent blinking,False
ITA-5.66.87,Warts on eyelids,vartmagataraktārśaḥ/ śoṇitārśaḥ,Warts on eyelids - Warts on eyelids,False
ITA-5.66.88,Chalazion,lagaṇaḥ,Chalazion - Chalazion,False
ITA-5.66.89,Ulcerative conjunctivitis,bisavartma,Ulcerative conjunctivitis - Ulcerative conjunctivitis,False
ITA-5.66.90,Constriction of eyelids,kuñcanaḥ,Vartma-sankocha,False
ITA-5.66.91,"Trichiasis, entropion",pakṣmakopaḥ/ pakṣmoparodhaḥ,Vartma-kapa,False
ITA-5.66.92,"Loss of eyelashes, madarosis",pakṣmaśātaḥ,Romaraji-nasha,False
ITA-5.67.1,Disorders of head,śirorogaḥ/ śiraḥśūlam/ śirastāpaḥ/ śirobhitāpaḥ,Shiroroga,False
ITA-5.67.2,Headache due to vitiated vata,vātaja-śirorogaḥ,Vataja shiroroga,False
ITA-5.67.3,Headache due to vitiated pitta,pittaja-śirorogaḥ,Pittaja shiroroga,False
ITA-5.67.4,Headache due to vitiated kapha,kaphaja-śirorogaḥ,Kaphaja shiroroga,False
ITA-5.67.5,Headache due to vitiated tridosha,sannipātaja-śirorogaḥ,Vataja shiroroga,False
ITA-5.67.6,Headache due to vitiated blood,raktaja-śirorogaḥ,Pittaja shiroroga,False
ITA-5.67.7,Headache due to kṛmi (worm infestation),kṛmija-śirorogaḥ,Kaphaja shiroroga,False
ITA-5.67.8,Trigeminal neuralgia,anantavātaḥ,Tridoshaja shiroroga,False
ITA-5.67.9,Headache in half of head (hemicrania),ardhāvabhedakaḥ,Raktaja shiroroga,False
ITA-5.67.10,Headache worsening and subsiding with strength of sun,sūryāvartaḥ,Krimija shiroroga,False
ITA-5.67.11,Severe pain at temporal region,śaṅkhakaḥ,Ardhavabhedaka,False
ITA-5.68.1,Dysfunctional uterine bleeding,asṛgdaraḥ/ raktapradaraḥ,Raktaja shiroroga,False
ITA-5.68.2,Dysfunctional uterine bleeding due to vitiated vata,vātika-asṛgdaraḥ,वातज योनिरोग,False
ITA-5.68.3,Dysfunctional uterine bleeding due to vitiated pitta,paittika-asṛgdaraḥ,पित्तज योनिरोग,False
ITA-5.68.4,Dysfunctional uterine bleeding due to vitiated kapha,ślaiṣmika-asṛgdaraḥ,कफज योनिरोग,False
ITA-5.68.5,Dysfunctional uterine bleeding due to vitiated tridosha,sannipātika-asṛgdaraḥ (raktapradaraḥ),त्रिदोषज योनिरोग,True
ITA-5.69.1,Vaginal disease,yonirogaḥ/ yonivyāpat,गर्भाशयगत रोग,True
ITA-5.69.2,Vaginal disease due to predominant vāta,vātaja-yonirogaḥ,गर्भाशयगत रोग,False
ITA-5.69.3,Vaginal disease due to predominant pitta,pittaja-yonirogaḥ,वातज गर्भाशयगत रोग,False
ITA-5.69.4,Vaginal disease due to predominant kapha,kaphaja-yonirogaḥ,पित्तज गर्भाशयगत रोग,False
ITA-5.69.5,Vaginal disease due to vitiated tridosha,sannipātaja-yonirogaḥ,कफज गर्भाशयगत रोग,False
ITA-5.69.6,Round-shaped abscess in vagina,yonikandaḥ,वातज गर्भाशयगत रोग,False
ITA-5.69.7,Round-shaped abscess in vagina due to vitiated vata,vātikayonikandaḥ,पित्तज गर्भाशयगत रोग,False
ITA-5.69.8,Round-shaped abscess in vagina due to vitiated pitta,paittikayonikandaḥ,कफज गर्भाशयगत रोग,False
ITA-5.69.9,Round-shaped abscess in vagina due to vitiated kapha,kaphajayonikandaḥ,वातज गर्भाशयगत रोग,False
ITA-5.69.10,Round-shaped abscess in vagina due to vitiated tridosha,sannipātajayonikandaḥ,पित्तज गर्भाशयगत रोग,False
ITA-5.70.1,Fetal expulsion in fifth or sixth month of pregnancy,garbhapātaḥ,गर्भस्राव,False
ITA-5.70.2,Fetal expulsion before fourth month of pregnancy,garbhasrāvaḥ,Garbhaśrāvaṇaṃ pūrvaṃ māsi,False
ITA-5.70.3,Obstructed fetal presentation,mūḍhagarbhaḥ,Garbhaśrāvaṇaṃ pūrvaṃ māsi,False
ITA-5.70.4,"Obstructed fetal presentation with both hands, feet and head wedged upwards",kīlakaḥ,Garbhaśrāvaṇaṃ pūrvaṃ māsi,False
ITA-5.70.5,"Obstructed fetal presentation with head, hands and feet presenting together",pratikhuraḥ,Garbhaśrāvaṇaṃ pūrvaṃ māsi,False
ITA-5.70.6,Obstructed fetal presentation with the head and one hand presenting,bījakaḥ,Garbhaśrāvaṇaṃ pūrvaṃ māsi,False
ITA-5.70.7,Obstructed fetal presentation with fetus in a transverse lie,parighaḥ,Garbhaśrāvaṇaṃ pūrvaṃ māsi,False
ITA-5.70.8,Intrauterine fetal death,mṛtagarbhaḥ,Garbhaśrāvaṇaṃ pūrvaṃ māsi,False
ITA-5.70.9,Puerperal disorder,sūtikārogaḥ,Garbhaśrāvaṇaṃ pūrvaṃ māsi,False
ITA-5.70.10,Breast milk vitiated by vāta,vātajakṣīradoṣaḥ,Garbhaśrāvaṇaṃ pūrvaṃ māsi,False
ITA-5.70.11,Breast milk vitiated by kapha,kaphajakṣīradoṣaḥ,Garbhaśrāvaṇaṃ pūrvaṃ māsi,False
ITA-5.70.12,Breast milk vitiated by pitta,pittajakṣīradoṣaḥ,Garbhaśrāvaṇaṃ pūrvaṃ māsi,False
ITA-5.70.13,Breast milk vitiated by tridosha,sannipātajakṣīradoṣaḥ,Garbhaśrāvaṇaṃ pūrvaṃ māsi,False
ITA-5.71.1,Paediatric diseases,bālarogaḥ,Garbhaśrāvaṇaṃ pūrvaṃ māsi,False
ITA-5.71.2,Ophthalmia neonatorum,kukūṇaka,Garbhaśrāvaṇaṃ pūrvaṃ māsi,False
ITA-5.71.3,Malnutrition disorder,pārigarbhikaḥ,Garbhaśrāvaṇaṃ pūrvaṃ māsi,False
ITA-5.71.4,Dehydration of palate,tālukaṇṭakaḥ,तालुशोषः,False
ITA-5.71.5,Paediatric erysipelas,mahāpadmaḥ,बालपाकः,False
ITA-5.71.6,Nodular skin disease of children,ajagallikā,त्वक्ग्रन्थिः,False
ITA-5.71.7,Napkin rash,ahipūtana,त्वक्ग्रन्थिः,False
ITA-5.71.8,Neurological symptoms due to external invisible factors,skandagrahaḥ,अपस्मारः,False
ITA-5.71.9,Epilepsy-like symptoms due to external invisible factors,skandāpasmāraḥ,बाह्यविषजन्य अपस्मारः,False
ITA-5.71.10,Symptom complex resembling bacterial infection of the skin due to external invisible factors,śakunīgrahaḥ,बाह्यविषजन्य ज्वरः,False
ITA-5.71.11,Symptom complex resembling juvenile pernicious anaemia due to external invisible factors,revatīgrahaḥ,बाह्यविषजन्य अतिनिद्राः,False
ITA-5.71.12,"Fever, retention of urine due to external invisible factors",pūtanāgrahaḥ,बाह्यविषजन्य अतिसारः,False
ITA-5.71.13,"Diarrhoea, fever, insomnia, emaciation complex due to external invisible factors",andhapūtanāgrahaḥ,बाह्यविषजन्य शिरोभ्रमः,False
ITA-5.71.14,"Assymmetric body temperature, excess sleep due to external invisible factors",śītapūtanāgrahaḥ,बाह्यविषजन्य तन्द्राः,False
ITA-5.71.15,"Prominent veins, shiny face due to external invisible factors",mukhamaṇḍikāgrahaḥ,बाह्यविषजन्य आनाहः,False
ITA-5.71.16,"Syncope, constant fever, tremors due to external invisible factors",naigameṣagrahaḥ,बाह्यविषजन्य अरुचिः,False
ITA-5.72.1,Poisoning,viṣaḥ,बाह्यविषजन्य वमनः,False
ITA-5.72.2,Vegetable poison,sthāvaraviṣaḥ,बाह्यविषजन्य अतिसारः,False
ITA-5.72.3,Animal poison,jaṅgamaviṣaḥ,Visha 2. Visha mula 3. Visha phala 4. Visha pushpa 5. Visha tvak 6. Visha patra 7. Visha sara 8. Visha dhatu 9. Visha lasha 10. Visha ksheera 11. Visha vasa 12. Visha majja 13. Visha shonita 14. Visha sarpa 15. Visha vrishchika,False
ITA-5.72.4,Poisonous roots,mūlaviṣaḥ,,False
ITA-5.72.5,Poisonous leaves,patra-viṣaḥ,,False
ITA-5.72.6,Poisonous fruits,phalaviṣaḥ,,False
ITA-5.72.7,Poisonous flowers,puṣpa-viṣaḥ,,False
ITA-5.72.8,Poisonous barks,tvak-viṣaḥ,,False
ITA-5.72.9,Poisonous resinous exudates,sāra-viṣaḥ,,False
ITA-5.72.10,Poisonous gums; resins,niryāsa-viṣaḥ,,False
ITA-5.72.11,Poisonous latexes,kṣīra-viṣaḥ,,False
ITA-5.72.12,Poisonous minerals,dhātu-viṣaḥ,,False
ITA-5.72.13,Cumulative poisoning with mild effect over time,Dūṣīviṣaḥ/ kṛtrimaviṣaḥ,,False
ITA-5.72.14,"Cumulative poisoning with mild effect over time, poison lodged in intestines",Pakvāśayasthadūṣīviṣam,,False
ITA-5.72.15,"Cumulative poisoning with mild effect over time, poison lodged in the tissues",dhātugata-dūṣīviṣam,,False
ITA-5.72.16,Poisoning due to spider bite,lūtāviṣaḥ,,False
ITA-5.72.17,Poisoning due to rat bite,mūṣikāviṣaḥ/ ākhuviṣaḥ,,False
ITA-5.72.18,"Slow, chronic spider poisoning",dūṣīviṣa-lūtādaṣṭaḥ,Vipadika,False
ITA-5.72.19,Poisoning due to scorpion bite,vṛścikaviṣaḥ,Vrishchika,False
ITA-5.72.20,Poisoning due to two or more ingredients in combination,garaviṣaḥ,Dushi Visha,False
ITA-5.72.21,Poisoning due to rabid dog bite,alarkaviṣaḥ,Sarva Dushi Visha,False
ITA-5.72.22,Poisoning due to contact with an insect,kīṭaviṣaḥ,Sarpa Visha,False
