ITA_ID,English_Term,Sanskrit_IAST
ITA-5.64.6,Otorrhoea,karṇa-srāvaḥ
ITA-5.64.7,Auricular pruritis,karṇa-kaṇḍūḥ
ITA-5.64.8,Impacted wax,karṇa-gūthakaḥ
ITA-5.64.9,Tympanic perforation,karṇa-pratināhaḥ
ITA-5.64.10,Maggots in ear,kṛmikarṇakaḥ
ITA-5.64.11,Ear abscess,karṇa-vidradhiḥ
ITA-5.64.12,Otitis externa,karṇa-pākaḥ
ITA-5.64.13,Suppurative otitis media,pūtikarṇaḥ
ITA-5.64.14,Oedema of ear,karṇa-śophaḥ/ karṇaśothaḥ
ITA-5.64.15,Tumours of ear,karṇa-arbudaḥ
ITA-5.64.16,Auricular polyp,karṇa-arśaḥ
ITA-5.64.17,"Ear disorder due to vitiated vata, acute otalgia",vātajakarṇarogaḥ/ vātajakarṇaśūlam
ITA-5.64.18,"Ear disorder due to vitiated pitta, subacute otalgia",pittajakarṇarogaḥ
ITA-5.64.19,"Ear disorders due to vitiated kapha, chronic otalgia",kaphajakarṇarogaḥ
ITA-5.64.20,"Ear disorder due to vitiated tridosha, complicated otalgia",sannipātajakarṇarogaḥ/ sānnipātikakarṇaśūlam
ITA-5.64.21,Disorders of ear lobule,karṇapālirogaḥ
ITA-5.64.22,Traumatic ear lobule injury,paripoṭakaḥ
ITA-5.64.23,Inflammation of ear lobule,utpātaḥ
ITA-5.64.24,Painless oedema of ear lobule,unmathakaḥ
ITA-5.64.25,Traumatic lobulitis due to improper ear piercing,duḥkhavardhanaḥ
ITA-5.64.26,"Pustules on ear lobe, epidermoid cyst",parilehī
ITA-5.65.1,Disorders of nose and paranasal sinuses,nāsārogaḥ
ITA-5.65.2,Chronic rhinitis (allergic),apīnasaḥ
ITA-5.65.3,"Foul smell in nose and mouth, atrophic rhinitis.",pūtīnāsā
ITA-5.65.4,Suppurative vestibulitis,ghrāṇapākaḥ/ nāsāpākaḥ
ITA-5.65.5,Purulent and sanguineous rhinitis,pūyaraktam/ pūya-śoṇitam
ITA-5.65.6,Sneezing,kṣavathuḥ
ITA-5.65.7,Sneezing due to exogenous factors,āgantukṣavathuḥ
ITA-5.65.8,Thick saltish nasal discharge,bhraṃśathuḥ
ITA-5.65.9,"Burning sensation in nose, acute catarrhal rhinitis",dīptaḥ
ITA-5.65.10,Nasal obstruction,pratīnāhaḥ
ITA-5.65.11,Nasal discharge,ghrāṇasrāvaḥ/ nāsāsrāvaḥ
ITA-5.65.12,Excessive dryness of nasal mucosa,nāsāśoṣaḥ
ITA-5.65.13,Rhinitis,pratiśyāyaḥ/ pīnasaḥ
ITA-5.65.14,Rhinitis due to vitiated vata,vātajapratiśyāyaḥ
ITA-5.65.15,Rhinitis due to vitiated pitta,pittaja-pratiśyāyaḥ
ITA-5.65.16,Rhinitis due to vitiated kapha,kaphaja-pratiśyāyaḥ
ITA-5.65.17,Rhinitis due to vitiated tridosha,sannipātaja-pratiśyāyaḥ
ITA-5.65.18,Chronic and recurring rhinitis,duṣṭapratiśyāyaḥ
ITA-5.65.19,Rhinitis due to vitiated blood,raktaja-pratiśyāyaḥ
ITA-5.65.20,Nasal tumour,nāsārbudaḥ
ITA-5.65.21,Nasal polyp,nāsārśaḥ
ITA-5.65.22,Nasal polyp due to vitiated vata,vātajanāsārśaḥ
ITA-5.65.23,Nasal polyp due to vitiated pitta,pittajanāsārśaḥ
ITA-5.65.24,Nasal polyp due to vitiated kapha,kaphajanāsārśaḥ
ITA-5.65.25,Nasal polyp due to vitiated tridosha,sannipātajanāsārśaḥ
ITA-5.66.1,Eye disorders,netrarogaḥ
ITA-5.66.2,Conjunctivitis,abhiṣyandaḥ
ITA-5.66.3,"Conjunctivitis due to vitiated vata, subacute catarrhal conjunctivitis",vātābhiṣyandaḥ
ITA-5.66.4,"Conjunctivitis due to vitiated pitta, acute catarrhal conjunctivitis",pittābhiṣyandaḥ
ITA-5.66.5,"Conjunctivitis due to vitiated kapha, purulent conjunctivitis",kaphābhiṣyandaḥ
ITA-5.66.6,"Conjunctivitis due to vitiated blood, acute mucopurulent conjunctivitis",raktābhiṣyandaḥ
ITA-5.66.7,Glaucoma,adhimanthaḥ
ITA-5.66.8,"Glaucoma due to vitiated vata, acute congestive glaucoma",vātaja-adhimanthaḥ
ITA-5.66.9,"Glaucoma due to vitiated pitta, secondary glaucoma",pittaja-adhimanthaḥ
ITA-5.66.10,"Glaucoma due to vitiated kapha, chronic glaucoma",kaphaja-adhimanthaḥ
ITA-5.66.11,"Glaucoma due to vitiated blood, haemorrhagic glaucoma",raktaja-adhimanthaḥ
ITA-5.66.12,Panophthalmitis,saśophapākaḥ
ITA-5.66.13,Non-inflammatory atrophy of the globe,aśophapākaḥ
ITA-5.66.14,Atrophic bulbi following acute congestive glaucoma,hatādhimanthaḥ
ITA-5.66.15,Ocular pain,vātaparyāyaḥ
ITA-5.66.16,Xerophthalmia,śuṣkākṣipākaḥ
ITA-5.66.17,Referred pain in eye,anyatovātaḥ
ITA-5.66.18,Chemosis,amlādhyuṣitaḥ/ amloṣitaḥ
ITA-5.66.19,Episcleritis,sirotpātaḥ/ śirotpātaḥ
ITA-5.66.20,Hyperaemia of the eyeball,sirāpraharṣaḥ
ITA-5.66.21,Corneal ulcer,savraṇaśukraḥ/ kṣataśuklaḥ
ITA-5.66.22,Irremediable corneal ulcer,asādhya-savraṇaśukraḥ
ITA-5.66.23,Corneal opacity,avraṇaśukraḥ
ITA-5.66.24,Reddish coloration of eye,akṣipākaḥ
ITA-5.66.25,Prolapsed iris or anterior staphyloma,ajakā
ITA-5.66.26,Disorder affecting first layer of eye,prathamapaṭalagatadoṣaḥ
ITA-5.66.27,Disorder affecting second layer of eye,dvitīya-paṭalagatadoṣaḥ
ITA-5.66.28,Disorder affecting third layer of eye,tṛtīyapaṭalagata-doṣaḥ
ITA-5.66.29,Disorder affecting fourth layer of eye,caturthapaṭalagata-doṣaḥ
ITA-5.66.30,Mature cataract,liṅganāśaḥ
ITA-5.66.31,Mature cataract due to vitiated vata,vātika-liṅganāśaḥ
ITA-5.66.32,Mature cataract due to vitiated pitta,paittika-liṅganāśaḥ
ITA-5.66.33,Mature cataract due to vitiated kapha,ślaiṣmika-liṅganāśaḥ
ITA-5.66.34,Mature cataract due to vitiated blood,raktaja-liṅganāśaḥ
ITA-5.66.35,Mature cataract due to vitiated tridosha,sānnipātika-liṅganāśaḥ
ITA-5.66.36,Mature cataract in which only yellow is perceived,parimlāyi-liṅganāśaḥ
ITA-5.66.37,Mature cataract due to trauma,abhighātaja-liṅganāśaḥ
ITA-5.66.38,Daytime blindness,pittavidagdhadṛṣṭiḥ/ divāndhyam/ doṣāndhyam
ITA-5.66.39,Night blindness,kaphavidagdhadṛṣṭiḥ/ rātryāndhyam
ITA-5.66.40,Haziness of vision,dhūmadarśī/ dhūmaraḥ
ITA-5.66.41,"Retinitis pigmentosa, central opacity of lens",hrasvajāḍyam
ITA-5.66.42,Maculopathy,nakulāndhyam
ITA-5.66.43,Phthisis bulbi endophthalmitis,gambhīrā-dṛṣṭiḥ
ITA-5.66.44,Eye disorder due to over-consumption of sour foods,vidagdhāmlam
ITA-5.66.45,Eye disorder with a particular cause,nimittajanyadṛṣṭigatarogaḥ
ITA-5.66.46,Eye disorder with no particular cause; unknown cause,animittajanyadṛṣṭigatarogaḥ
ITA-5.66.47,Pterygium,prastāryarma
ITA-5.66.48,Pinguecula,śuklārma
ITA-5.66.49,Progressive pterygium,lohitārma/ kṣatārma
ITA-5.66.50,Papilloma,adhimāṃsajārma
ITA-5.66.51,Tumour of conjunctiva,snāyvarma
ITA-5.66.52,Xerosis,śuktiḥ
ITA-5.66.53,Subconjunctival haemorrhage of haemangioma,arjunaḥ
ITA-5.66.54,Lymphangioma,piṣṭakaḥ
ITA-5.66.55,Haemangioma,sirājālaḥ
ITA-5.66.56,Phlyctenular keratoconjunctivitis,sirājapiḍakā
ITA-5.66.57,Conjunctival cyst,balāsakaḥ
ITA-5.66.58,Acute dacrocystitis,pūyālasaḥ
ITA-5.66.59,"Marginal chalazion, lacrimal cyst",upanāhaḥ
ITA-5.66.60,Epiphora,srāvaḥ
ITA-5.66.61,Pus discharge from corners of eye,pūyasrāvaḥ/ sannipātaja-srāvaḥ
ITA-5.66.62,"White, sticky discharge from corners of eye",śleṣmā-srāvaḥ
ITA-5.66.63,Blood exudation from corners of eye,rakta-srāvaḥ
ITA-5.66.64,Yellowish-blue exudation from corners of eye,pitta-srāvaḥ
ITA-5.66.65,Watery exudation from corners of eye,jala-srāvaḥ
ITA-5.66.66,Corneal nodules,parvaṇikā
ITA-5.66.67,Phlyctenular keratoconjuctivitis,alajī
ITA-5.66.68,"Chronic blepharitis, pedicularis palpebrae",kṛmigranthiḥ
ITA-5.66.69,Disorders of eyelids,vartma-rogaḥ
ITA-5.66.70,Hordeolum internum (stye),utsaṅginī
ITA-5.66.71,Multiple styes,kumbhīkā
ITA-5.66.72,Trachoma,pothakī
ITA-5.66.73,"Spring catarrh, granular form of trachoma",vartmaśarkarā
ITA-5.66.74,Papillary form of trachoma,arśovartma
ITA-5.66.75,Granuloma or polyp-like growth,śuṣkārśaḥ/ lohitārśaḥ
ITA-5.66.76,Stye,añjananāmikā
ITA-5.66.77,Multiple Meibomian cysts,bahalavartma
ITA-5.66.78,Allergic oedema of the eyelid,vartmāvabandhakaḥ
ITA-5.66.79,Lid abscess,vartmakardamaḥ
ITA-5.66.80,Palpebral type of spring catarrah,kliṣṭavartma
ITA-5.66.81,"Ecchymosis, haematoma of lid",śyāva-vartma
ITA-5.66.82,Conjunctivitis,praklinnavartma/ kaphotkliṣṭa-vartma
ITA-5.66.83,Mucopurulent conjunctivitis,apariklinnavartma/ kliṣṭa-vartma
ITA-5.66.84,Lagophthalmos,vātāhata-vartma
ITA-5.66.85,Polyp or papilloma of lid,vartmārbudaḥ
ITA-5.66.86,Frequent blinking,nimeṣaḥ
ITA-5.66.87,Warts on eyelids,vartmagataraktārśaḥ/ śoṇitārśaḥ
ITA-5.66.88,Chalazion,lagaṇaḥ
ITA-5.66.89,Ulcerative conjunctivitis,bisavartma
ITA-5.66.90,Constriction of eyelids,kuñcanaḥ
ITA-5.66.91,"Trichiasis, entropion",pakṣmakopaḥ/ pakṣmoparodhaḥ
ITA-5.66.92,"Loss of eyelashes, madarosis",pakṣmaśātaḥ
ITA-5.67.1,Disorders of head,śirorogaḥ/ śiraḥśūlam/ śirastāpaḥ/ śirobhitāpaḥ
ITA-5.67.2,Headache due to vitiated vata,vātaja-śirorogaḥ
ITA-5.67.3,Headache due to vitiated pitta,pittaja-śirorogaḥ
ITA-5.67.4,Headache due to vitiated kapha,kaphaja-śirorogaḥ
ITA-5.67.5,Headache due to vitiated tridosha,sannipātaja-śirorogaḥ
ITA-5.67.6,Headache due to vitiated blood,raktaja-śirorogaḥ
ITA-5.67.7,Headache due to kṛmi (worm infestation),kṛmija-śirorogaḥ
ITA-5.67.8,Trigeminal neuralgia,anantavātaḥ
ITA-5.67.9,Headache in half of head (hemicrania),ardhāvabhedakaḥ
ITA-5.67.10,Headache worsening and subsiding with strength of sun,sūryāvartaḥ
ITA-5.67.11,Severe pain at temporal region,śaṅkhakaḥ
ITA-5.68.1,Dysfunctional uterine bleeding,asṛgdaraḥ/ raktapradaraḥ
ITA-5.68.2,Dysfunctional uterine bleeding due to vitiated vata,vātika-asṛgdaraḥ
ITA-5.68.3,Dysfunctional uterine bleeding due to vitiated pitta,paittika-asṛgdaraḥ
ITA-5.68.4,Dysfunctional uterine bleeding due to vitiated kapha,ślaiṣmika-asṛgdaraḥ
ITA-5.68.5,Dysfunctional uterine bleeding due to vitiated tridosha,sannipātika-asṛgdaraḥ (raktapradaraḥ)
ITA-5.69.1,Vaginal disease,yonirogaḥ/ yonivyāpat
ITA-5.69.2,Vaginal disease due to predominant vāta,vātaja-yonirogaḥ
ITA-5.69.3,Vaginal disease due to predominant pitta,pittaja-yonirogaḥ
ITA-5.69.4,Vaginal disease due to predominant kapha,kaphaja-yonirogaḥ
ITA-5.69.5,Vaginal disease due to vitiated tridosha,sannipātaja-yonirogaḥ
ITA-5.69.6,Round-shaped abscess in vagina,yonikandaḥ
ITA-5.69.7,Round-shaped abscess in vagina due to vitiated vata,vātikayonikandaḥ
ITA-5.69.8,Round-shaped abscess in vagina due to vitiated pitta,paittikayonikandaḥ
ITA-5.69.9,Round-shaped abscess in vagina due to vitiated kapha,kaphajayonikandaḥ
ITA-5.69.10,Round-shaped abscess in vagina due to vitiated tridosha,sannipātajayonikandaḥ
ITA-5.70.1,Fetal expulsion in fifth or sixth month of pregnancy,garbhapātaḥ
ITA-5.70.2,Fetal expulsion before fourth month of pregnancy,garbhasrāvaḥ
ITA-5.70.3,Obstructed fetal presentation,mūḍhagarbhaḥ
ITA-5.70.4,"Obstructed fetal presentation with both hands, feet and head wedged upwards",kīlakaḥ
ITA-5.70.5,"Obstructed fetal presentation with head, hands and feet presenting together",pratikhuraḥ
ITA-5.70.6,Obstructed fetal presentation with the head and one hand presenting,bījakaḥ
ITA-5.70.7,Obstructed fetal presentation with fetus in a transverse lie,parighaḥ
ITA-5.70.8,Intrauterine fetal death,mṛtagarbhaḥ
ITA-5.70.9,Puerperal disorder,sūtikārogaḥ
ITA-5.70.10,Breast milk vitiated by vāta,vātajakṣīradoṣaḥ
ITA-5.70.11,Breast milk vitiated by kapha,kaphajakṣīradoṣaḥ
ITA-5.70.12,Breast milk vitiated by pitta,pittajakṣīradoṣaḥ
ITA-5.70.13,Breast milk vitiated by tridosha,sannipātajakṣīradoṣaḥ
ITA-5.71.1,Paediatric diseases,bālarogaḥ
ITA-5.71.2,Ophthalmia neonatorum,kukūṇaka
ITA-5.71.3,Malnutrition disorder,pārigarbhikaḥ
ITA-5.71.4,Dehydration of palate,tālukaṇṭakaḥ
ITA-5.71.5,Paediatric erysipelas,mahāpadmaḥ
ITA-5.71.6,Nodular skin disease of children,ajagallikā
ITA-5.71.7,Napkin rash,ahipūtana
ITA-5.71.8,Neurological symptoms due to external invisible factors,skandagrahaḥ
ITA-5.71.9,Epilepsy-like symptoms due to external invisible factors,skandāpasmāraḥ
ITA-5.71.10,Symptom complex resembling bacterial infection of the skin due to external invisible factors,śakunīgrahaḥ
ITA-5.71.11,Symptom complex resembling juvenile pernicious anaemia due to external invisible factors,revatīgrahaḥ
ITA-5.71.12,"Fever, retention of urine due to external invisible factors",pūtanāgrahaḥ
ITA-5.71.13,"Diarrhoea, fever, insomnia, emaciation complex due to external invisible factors",andhapūtanāgrahaḥ
ITA-5.71.14,"Assymmetric body temperature, excess sleep due to external invisible factors",śītapūtanāgrahaḥ
ITA-5.71.15,"Prominent veins, shiny face due to external invisible factors",mukhamaṇḍikāgrahaḥ
ITA-5.71.16,"Syncope, constant fever, tremors due to external invisible factors",naigameṣagrahaḥ
ITA-5.72.1,Poisoning,viṣaḥ
ITA-5.72.2,Vegetable poison,sthāvaraviṣaḥ
ITA-5.72.3,Animal poison,jaṅgamaviṣaḥ
ITA-5.72.4,Poisonous roots,mūlaviṣaḥ
ITA-5.72.5,Poisonous leaves,patra-viṣaḥ
ITA-5.72.6,Poisonous fruits,phalaviṣaḥ
ITA-5.72.7,Poisonous flowers,puṣpa-viṣaḥ
ITA-5.72.8,Poisonous barks,tvak-viṣaḥ
ITA-5.72.9,Poisonous resinous exudates,sāra-viṣaḥ
ITA-5.72.10,Poisonous gums; resins,niryāsa-viṣaḥ
ITA-5.72.11,Poisonous latexes,kṣīra-viṣaḥ
ITA-5.72.12,Poisonous minerals,dhātu-viṣaḥ
ITA-5.72.13,Cumulative poisoning with mild effect over time,Dūṣīviṣaḥ/ kṛtrimaviṣaḥ
ITA-5.72.14,"Cumulative poisoning with mild effect over time, poison lodged in intestines",Pakvāśayasthadūṣīviṣam
ITA-5.72.15,"Cumulative poisoning with mild effect over time, poison lodged in the tissues",dhātugata-dūṣīviṣam
ITA-5.72.16,Poisoning due to spider bite,lūtāviṣaḥ
ITA-5.72.17,Poisoning due to rat bite,mūṣikāviṣaḥ/ ākhuviṣaḥ
ITA-5.72.18,"Slow, chronic spider poisoning",dūṣīviṣa-lūtādaṣṭaḥ
ITA-5.72.19,Poisoning due to scorpion bite,vṛścikaviṣaḥ
ITA-5.72.20,Poisoning due to two or more ingredients in combination,garaviṣaḥ
ITA-5.72.21,Poisoning due to rabid dog bite,alarkaviṣaḥ
ITA-5.72.22,Poisoning due to contact with an insect,kīṭaviṣaḥ
ITA-5.72.23,Reaction due to contact with a frog,maṇḍūkadaṣṭaḥ
ITA-5.72.24,Reaction due to ant bite,pipīlikā-daṣṭaḥ
ITA-5.72.25,Reaction due to lizard bite,kṛkalāsadaṣṭaḥ
ITA-5.72.26,Poisonous leech bite,saviṣa-jalaukādaṣṭaḥ
ITA-5.72.27,Contact with or consumption of poisonous fish,saviṣa-matsyadaṣṭaḥ
ITA-5.72.28,Reaction due to contact with household lizard,gṛhagodhikādaṣṭaḥ
ITA-5.72.29,Reaction due to sting of honeybee,makṣikā-daṣṭaḥ
ITA-5.72.30,Reaction due to sting of mosquito,maśaka-daṣṭaḥ
ITA-5.72.31,Reaction due to sting of centipede,śatapadī-daṣṭaḥ
ITA-5.73.1,Injury of vulnerable locations,marmaviddhaḥ/ marmābhighātaḥ/ marmakṣataḥ
ITA-5.73.2,Foreign body in the skin,tvaggata-śalyaḥ
ITA-5.73.3,Foreign body in the muscle,māṃsagata-śalyaḥ
ITA-5.73.4,Foreign body between the muscles,peśyantaragata-śalyaḥ
ITA-5.73.5,Foreign body in the veins,sirāgata-śalyaḥ
ITA-5.73.6,"Foreign body in the ligaments, and tendons",snāyugata-śalyaḥ
ITA-5.73.7,Foreign body in the joints,sandhigata-śalyaḥ
ITA-5.73.8,Foreign body in the bones,asthigata-śalyaḥ
ITA-5.73.9,Foreign body in the arteries,dhamanīgata-śalyaḥ
ITA-5.73.10,Foreign body in the alimentary canal,koṣṭhagata-śalyaḥ
ITA-5.73.11,"Unripe swelling, pre-pus formation stage.",āmaśophaḥ
ITA-5.73.12,Injury to perineal raphe,sevanī-chedaḥ
ITA-5.73.13,Stab injury,bhinna-sadyovraṇaḥ
ITA-5.73.14,Injury of visceral organs,koṣṭhaabhighātaḥ/ bhinnaḥ
ITA-5.73.15,Accumulation of blood in the thoracoabdominal cavity due to injury,raktapūrṇakoṣṭhaḥ
ITA-5.73.16,Accumulation of blood in the stomach due to injury,āmāśayastha-rudhiraḥ
ITA-5.73.17,Accumulation of blood in the large intestine due to injury,pakvāśayastha-rudhiraḥ
ITA-5.73.18,Irremediable internal visceral injury,asādhya-koṣṭhabhedaḥ
ITA-5.73.19,Penetrating or puncturing deep injury,viddhaḥ
ITA-5.73.20,Penetrating or puncturing deep injury to vessels,sirāviddhaḥ
ITA-5.73.21,Penetrating or puncturing deep injury to ligaments,snāyuviddhaḥ
ITA-5.73.22,Injury to movable and immovable joints,calācala-sandhikṣataḥ
ITA-5.73.23,Injury or damage to the body channels,srotoviddhaḥ
ITA-5.73.24,Injury to the conduit for vital life force,prāṇavahasrotoviddhaḥ
ITA-5.73.25,Injury to the gastrointestinal tract,annavahasrotoviddhaḥ
ITA-5.73.26,Injury to the watercarrying channels,udakavahasrotoviddhaḥ
ITA-5.73.27,Injury to the channels carrying nutrient fluids,rasavahasrotoviddhaḥ
ITA-5.73.28,Injury to the channels carrying blood,raktavahasrotoviddhaḥ
ITA-5.73.29,Injury to the channels that nourish muscles,māṁsavahasrōtōviddhaḥ
ITA-5.73.30,Injury to the channels carrying fat,medovahasrotoviddhaḥ
ITA-5.73.31,Injury to the channels that nourish bone,asthivahasrotoviddhaḥ
ITA-5.73.32,Injury to the channels of the genital system,śukravahasrotoviddha
ITA-5.73.33,Injury to the channels of the menstrual system,ārtavavahasrotoviddhaḥ
ITA-5.73.34,Injury to the channels of the urinary system,mūtravahasrotoviddhaḥ
ITA-5.73.35,Injury to the channels of the gastrointestinal system,purīṣavahasrotoviddhaḥ
ITA-5.73.36,Multiorgan injuries,sarvāṅgābhighataḥ
ITA-5.73.37,Urethral injury,mūtrapraseka-kṣaṇanam
ITA-5.73.38,Head injury,śirobhighātaḥ
ITA-5.73.39,Injury to the urinary bladder,basti-abhighātaḥ
ITA-5.73.40,Injury to the seminal passages,muṣkasroto abhighātaḥ
ITA-5.73.41,Frostbite,śītābhihataḥ
ITA-5.74.1,Disorders due to unwholesome diet,āhāravaiṣamyam
ITA-5.74.2,Disorder due to insufficient or suboptimal food intake,hīnamātrāhāraḥ
ITA-5.74.3,Disorder due to excessive or supraoptimal food intake,atimātrāhāraḥ/ āhāratiyogaḥ
ITA-5.74.4,Disorder due to abnormal food intake,āhāramithyāyogaḥ
ITA-5.74.5,Disorder due to intake of incompatible foods,viruddhānnabhojanam/ viruddhāhāraḥ
ITA-5.74.6,Disorder due to excessive intake of animal meat from region with dry forests and less rainfall,jāṅgalamāṃsātyupayogaḥ
ITA-5.74.7,"Disorder due to excess intake of milk from single-hoofed animals (horse, donkey, etc.)",ekaśephakṣīrapānam
ITA-5.74.8,Disorder due to excess intake of food able to increase heat in body or increase pitta,uṣṇavīrya-dravyātiyogaḥ / āgneya-dravyātiyogaḥ
ITA-5.74.9,Disorder due to excessive intake of fresh jaggery,navaguḍa-atyupayogaḥ
ITA-5.74.10,"Disorder due to excessive intake of cereals, e.g. rice",śālidhānya-atiyogaḥ
ITA-5.74.11,"Disorder due to excessive intake of oil, e.g. sesame oil",tailasevana-atiyogaḥ
ITA-5.74.12,Disorder due to abusive ingestion of alcoholic beverages,madyapānātiyogaḥ
ITA-5.74.13,Disorder due to improper consumption of curd,dadhi-mithyopayogaḥ
ITA-5.74.14,Disorder due to excessive intake of drugs or diet with predominantly one taste,rasātiyogaḥ
ITA-5.74.15,Disorder due to excessive intake of sweet substances,madhurarasātiyogaḥ
ITA-5.74.16,Disorder due to excessive intake of sour substances,amlarasātiyogaḥ
ITA-5.74.17,Disorder due to excessive intake of salty substances,lavaṇarasātiyogaḥ
ITA-5.74.18,Disorder due to excessive intake of pungent substances,kaṭurasātiyogaḥ
ITA-5.74.19,Disorder due to excessive intake of bitter substances,tiktarasātiyogaḥ
ITA-5.74.20,Disorder due to excessive intake of astringent substances,kaṣāyarasātiyogaḥ
ITA-5.75.1,Disorders due to improper lifestyle,vihāravaiṣamyam
ITA-5.75.2,Disorders due to improper sleep,nidrā-vaiṣamyam
ITA-5.75.3,"Disorder due to loss of sleep, insomnia",nidrānāśaḥ/ asvapnaḥ
ITA-5.75.4,Disorder due to untimely sleeping,akālaśayanam
ITA-5.75.5,Disorder due to an improper seasonal regimen,ṛtukālacaryā-vaiṣamyam
ITA-5.75.6,Disorder due to improper bathing habits,snāna-vaiṣamyam
ITA-5.75.7,Disorder due to head bath with hot water,uṣṇajala-śiraḥsnānaḥ
ITA-5.75.8,Disorder due to suppression of natural urges,vegāvarodhaḥ
ITA-5.75.9,Disorder due to withholding of flatus,adhovātavegarodhaḥ
ITA-5.75.10,Disorder due to withholding of tears,aśruvegarodhaḥ/ bāṣpavegarodhaḥ
ITA-5.75.11,Disorder due to withholding of vomiting,chardivegarodhaḥ
ITA-5.75.12,Disorder due to withholding of hiccups,hikkāvegarodhaḥ
ITA-5.75.13,Disorder due to withholding of yawning,jṛmbhāvegarodhaḥ
ITA-5.75.14,Disorder due to withholding of sneezing,kṣavathuvegarodhaḥ
ITA-5.75.15,Disorder due to withholding of urine,mūtra-vegarodhaḥ/ mūtragrahaḥ
ITA-5.75.16,Disorder due to withholding of sleep,nidrāvegarodhaḥ
ITA-5.75.17,Disorder due to withholding of faeces,purīṣavegarodhaḥ
ITA-5.75.18,Disorder due to withholding of breath on exertion,śramaśvāsavegarodhaḥ
ITA-5.75.19,Disorder due to withholding of ejaculation,śukravegarodhaḥ
ITA-5.75.20,Disorder due to suppression of thirst,tṛṣṇāvegarodhaḥ
ITA-5.75.21,Disorder due to suppression of belching,udgāragrahaḥ
ITA-5.75.22,Disorder due to suppression of hunger,kṣud-vegarodhaḥ
ITA-5.75.23,Disorders due to faulty sexual practices,vyavāya-vaiṣamyam/ maithunāpacāram
ITA-5.75.24,Disorder due to deviated sexual activity,vyavāyamithyāyogaḥ/ mithyāvyavāyam
ITA-5.75.25,Disorder due to excessive sexual activity,vyavāyātiyogaḥ
ITA-5.75.26,Disorders due to improper exercise,vyāyāma-vaiṣamyam
ITA-5.75.27,Disorder due to excessive physical exercise,ativyāyāmaḥ/ vyāyāmatiyogaḥ
ITA-5.75.28,Disorder due to lack of physical exercise,avyāyāmaḥ
ITA-5.76.1,Conditions due to faulty treatment,"cikitsāpacāraḥ, vyāpat, upadrava"
ITA-5.76.2,Condition of improper oleation therapy,snehana-apacāraḥ
ITA-5.76.3,Condition of subnormal oleation,snehana-ayogaḥ
ITA-5.76.4,Condition of excessive oleation,snehana-atiyogaḥ
ITA-5.76.5,Condition of improper administration of oleation therapy,snehanamithyāyogaḥ/ mithyāsnehanam/ snehana-vyāpadaḥ/ snehavibhramam
ITA-5.76.6,Condition due to improper sudation,svedana-apacāraḥ
ITA-5.76.7,Condition of subnormal sudation,svedana-ayogaḥ
ITA-5.76.8,Condition of excessive sudation,svedana-atiyogaḥ
ITA-5.76.9,Condition due to improper drying therapy,rūkṣaṇa-apacāraḥ
ITA-5.76.10,Condition of excessive drying therapy,rūkṣaṇa-atiyogaḥ
ITA-5.76.11,Condition due to improper astringent therapy,stambhana-apacāraḥ
ITA-5.76.12,Condition of excessive astringent therapy,stambhana-atiyogaḥ
ITA-5.76.13,Condition of administering constipating drugs in ama condition of diarrhoea,āmātisārasaṅgrahaḥ
ITA-5.76.14,Condition of hoaemostasis of vitiated blood,aśuddharaktastambhanam
ITA-5.76.15,Condition of forceful haemostasis of haemorrhage in overnourished,akṣīṇabalamāṃsasya raktapittastambhanam
ITA-5.76.16,Condition of severe haemorrhage,raktātipravṛttiḥ
ITA-5.76.17,Condition due to improper depletion therapy,laṅghana-apacāraḥ
ITA-5.76.18,Condition of excessive depletion therapy,laṅghana-atiyogaḥ
ITA-5.76.19,Condition due to improper nourishing therapy,bṛṃhaṇa-apacāraḥ
ITA-5.76.20,Condition of excessive nourishing therapy,bṛṃhaṇa-atiyogaḥ
ITA-5.76.21,Condition due to improper emetic therapy,vamana-apacāraḥ
ITA-5.76.22,Condition of incomplete emetic therapy,vamana-ayogaḥ
ITA-5.76.23,Condition due to excessive therapeutic emesis,vamana-atiyogaḥ
ITA-5.76.24,Condition due to improper emetic therapy,vamanamithyāyogaḥ/ avamyānām vamana vyāpadaḥ
ITA-5.76.25,Condition caused by emetic therapy administered to person suffering from trauma,kṣateṣu vamanasya vyāpadaḥ
ITA-5.76.26,Condition caused by emetic therapy administered to person with consumption,kṣīṇātisthūlakṛśabālavṝddhadurbalānāmauṣadhabalāsahatvāt
ITA-5.76.27,"Condition caused by emetic therapy administered to person who is tired, thirsty and hungry",śrāntapipāsitakṣudhiteṣu vamanasya vyāpadaḥ
ITA-5.76.28,"Condition caused by emetic therapy administered to person indulging in excessive physical activity, fasting, sex, loud reading of books and excessive thinking",karmabhārādhvahtopavāsamaithunādhyayanavyāyāmacintāprasakta
ITA-5.76.29,Condition caused by emetic therapy administered to pregnant woman,gārbhiṇyāma vamanasya vyapadaḥ
ITA-5.76.30,Condition caused by emetic therapy administered to sensitive person,sukumāra vamanasya vyapadaḥ
ITA-5.76.31,Condition caused by emetic therapy administered to person whose gut is occluded,samvṝta koṣṭha vamanasya vyapadaḥ
ITA-5.76.32,"Condition caused by emetic therapy administered to person with epistaxis, haematemesis",ūrdhvagaraktapitta vamanasya vyapadaḥ
