ITA_ID,English_Term,Sanskrit_IAST
ITA-5.64.6,Otorrhoea,karna-sravah
ITA-5.64.7,Auricular pruritis,karna-kanduh
ITA-5.64.8,Impacted wax,karna-guthakah
ITA-5.64.9,Tympanic perforation,karna-pratinahah
ITA-5.64.10,Maggots in ear,krimikarnakah
ITA-5.64.11,Ear abscess,karna-vidradhih
ITA-5.64.12,Otitis externa,karna-pakah
ITA-5.64.13,Suppurative otitis media,putikarnah
ITA-5.64.14,Oedema of ear,karna-shophah/ karnashothah
ITA-5.64.15,Tumours of ear,karna-arbudah
ITA-5.64.16,Auricular polyp,karna-arshah
ITA-5.64.17,"Ear disorder due to vitiated vata, acute otalgia",vatajakarnarogah/ vatajakarnashulam
ITA-5.64.18,"Ear disorder due to vitiated pitta, subacute otalgia",pittajakarnarogah
ITA-5.64.19,"Ear disorders due to vitiated kapha, chronic otalgia",kaphajakarnarogah
ITA-5.64.20,"Ear disorder due to vitiated tridosha, complicated otalgia",sannipatajakarnarogah/ sannipatikakarnashulam
ITA-5.64.21,Disorders of ear lobule,karnapalirogah
ITA-5.64.22,Traumatic ear lobule injury,paripotakah
ITA-5.64.23,Inflammation of ear lobule,utpatah
ITA-5.64.24,Painless oedema of ear lobule,unmathakah
ITA-5.64.25,Traumatic lobulitis due to improper ear piercing,duhkhavardhanah
ITA-5.64.26,"Pustules on ear lobe, epidermoid cyst",parilehi
ITA-5.65.1,Disorders of nose and paranasal sinuses,nasarogah
ITA-5.65.2,Chronic rhinitis (allergic),apinasah
ITA-5.65.3,"Foul smell in nose and mouth, atrophic rhinitis.",putinasa
ITA-5.65.4,Suppurative vestibulitis,ghranapakah/ nasapakah
ITA-5.65.5,Purulent and sanguineous rhinitis,puyaraktam/ puya-shonitam
ITA-5.65.6,Sneezing,kshavathuh
ITA-5.65.7,Sneezing due to exogenous factors,agantukshavathuh
ITA-5.65.8,Thick saltish nasal discharge,bhramshathuh
ITA-5.65.9,"Burning sensation in nose, acute catarrhal rhinitis",diptah
ITA-5.65.10,Nasal obstruction,pratinahah
ITA-5.65.11,Nasal discharge,ghranasravah/ nasasravah
ITA-5.65.12,Excessive dryness of nasal mucosa,nasashoshah
ITA-5.65.13,Rhinitis,pratishyayah/ pinasah
ITA-5.65.14,Rhinitis due to vitiated vata,vatajapratishyayah
ITA-5.65.15,Rhinitis due to vitiated pitta,pittaja-pratishyayah
ITA-5.65.16,Rhinitis due to vitiated kapha,kaphaja-pratishyayah
ITA-5.65.17,Rhinitis due to vitiated tridosha,sannipataja-pratishyayah
ITA-5.65.18,Chronic and recurring rhinitis,dushtapratishyayah
ITA-5.65.19,Rhinitis due to vitiated blood,raktaja-pratishyayah
ITA-5.65.20,Nasal tumour,nasarbudah
ITA-5.65.21,Nasal polyp,nasarshah
ITA-5.65.22,Nasal polyp due to vitiated vata,vatajanasarshah
ITA-5.65.23,Nasal polyp due to vitiated pitta,pittajanasarshah
ITA-5.65.24,Nasal polyp due to vitiated kapha,kaphajanasarshah
ITA-5.65.25,Nasal polyp due to vitiated tridosha,sannipatajanasarshah
ITA-5.66.1,Eye disorders,netrarogah
ITA-5.66.2,Conjunctivitis,abhishyandah
ITA-5.66.3,"Conjunctivitis due to vitiated vata, subacute catarrhal conjunctivitis",vatabhishyandah
ITA-5.66.4,"Conjunctivitis due to vitiated pitta, acute catarrhal conjunctivitis",pittabhishyandah
ITA-5.66.5,"Conjunctivitis due to vitiated kapha, purulent conjunctivitis",kaphabhishyandah
ITA-5.66.6,"Conjunctivitis due to vitiated blood, acute mucopurulent conjunctivitis",raktabhishyandah
ITA-5.66.7,Glaucoma,adhimanthah
ITA-5.66.8,"Glaucoma due to vitiated vata, acute congestive glaucoma",vataja-adhimanthah
ITA-5.66.9,"Glaucoma due to vitiated pitta, secondary glaucoma",pittaja-adhimanthah
ITA-5.66.10,"Glaucoma due to vitiated kapha, chronic glaucoma",kaphaja-adhimanthah
ITA-5.66.11,"Glaucoma due to vitiated blood, haemorrhagic glaucoma",raktaja-adhimanthah
ITA-5.66.12,Panophthalmitis,sashophapakah
ITA-5.66.13,Non-inflammatory atrophy of the globe,ashophapakah
ITA-5.66.14,Atrophic bulbi following acute congestive glaucoma,hatadhimanthah
ITA-5.66.15,Ocular pain,vataparyayah
ITA-5.66.16,Xerophthalmia,shushkakshipakah
ITA-5.66.17,Referred pain in eye,anyatovatah
ITA-5.66.18,Chemosis,amladhyushitah/ amloshitah
ITA-5.66.19,Episcleritis,sirotpatah/ shirotpatah
ITA-5.66.20,Hyperaemia of the eyeball,sirapraharshah
ITA-5.66.21,Corneal ulcer,savranashukrah/ kshatashuklah
ITA-5.66.22,Irremediable corneal ulcer,asadhya-savranashukrah
ITA-5.66.23,Corneal opacity,avranashukrah
ITA-5.66.24,Reddish coloration of eye,akshipakah
ITA-5.66.25,Prolapsed iris or anterior staphyloma,ajaka
ITA-5.66.26,Disorder affecting first layer of eye,prathamapatalagatadoshah
ITA-5.66.27,Disorder affecting second layer of eye,dvitiya-patalagatadoshah
ITA-5.66.28,Disorder affecting third layer of eye,tritiyapatalagata-doshah
ITA-5.66.29,Disorder affecting fourth layer of eye,caturthapatalagata-doshah
ITA-5.66.30,Mature cataract,linganashah
ITA-5.66.31,Mature cataract due to vitiated vata,vatika-linganashah
ITA-5.66.32,Mature cataract due to vitiated pitta,paittika-linganashah
ITA-5.66.33,Mature cataract due to vitiated kapha,shlaishmika-linganashah
ITA-5.66.34,Mature cataract due to vitiated blood,raktaja-linganashah
ITA-5.66.35,Mature cataract due to vitiated tridosha,sannipatika-linganashah
ITA-5.66.36,Mature cataract in which only yellow is perceived,parimlayi-linganashah
ITA-5.66.37,Mature cataract due to trauma,abhighataja-linganashah
ITA-5.66.38,Daytime blindness,pittavidagdhadrishtih/ divandhyam/ doshandhyam
ITA-5.66.39,Night blindness,kaphavidagdhadrishtih/ ratryandhyam
ITA-5.66.40,Haziness of vision,dhumadarshi/ dhumarah
ITA-5.66.41,"Retinitis pigmentosa, central opacity of lens",hrasvajadyam
ITA-5.66.42,Maculopathy,nakulandhyam
ITA-5.66.43,Phthisis bulbi endophthalmitis,gambhira-drishtih
ITA-5.66.44,Eye disorder due to over-consumption of sour foods,vidagdhamlam
ITA-5.66.45,Eye disorder with a particular cause,nimittajanyadrishtigatarogah
ITA-5.66.46,Eye disorder with no particular cause; unknown cause,animittajanyadrishtigatarogah
ITA-5.66.47,Pterygium,prastaryarma
ITA-5.66.48,Pinguecula,shuklarma
ITA-5.66.49,Progressive pterygium,lohitarma/ kshatarma
ITA-5.66.50,Papilloma,adhimamsajarma
ITA-5.66.51,Tumour of conjunctiva,snayvarma
ITA-5.66.52,Xerosis,shuktih
ITA-5.66.53,Subconjunctival haemorrhage of haemangioma,arjunah
ITA-5.66.54,Lymphangioma,pishtakah
ITA-5.66.55,Haemangioma,sirajalah
ITA-5.66.56,Phlyctenular keratoconjunctivitis,sirajapidaka
ITA-5.66.57,Conjunctival cyst,balasakah
ITA-5.66.58,Acute dacrocystitis,puyalasah
ITA-5.66.59,"Marginal chalazion, lacrimal cyst",upanahah
ITA-5.66.60,Epiphora,sravah
ITA-5.66.61,Pus discharge from corners of eye,puyasravah/ sannipataja-sravah
ITA-5.66.62,"White, sticky discharge from corners of eye",shleshma-sravah
ITA-5.66.63,Blood exudation from corners of eye,rakta-sravah
ITA-5.66.64,Yellowish-blue exudation from corners of eye,pitta-sravah
ITA-5.66.65,Watery exudation from corners of eye,jala-sravah
ITA-5.66.66,Corneal nodules,parvanika
ITA-5.66.67,Phlyctenular keratoconjuctivitis,alaji
ITA-5.66.68,"Chronic blepharitis, pedicularis palpebrae",krimigranthih
ITA-5.66.69,Disorders of eyelids,vartma-rogah
ITA-5.66.70,Hordeolum internum (stye),utsangini
ITA-5.66.71,Multiple styes,kumbhika
ITA-5.66.72,Trachoma,pothaki
ITA-5.66.73,"Spring catarrh, granular form of trachoma",vartmasharkara
ITA-5.66.74,Papillary form of trachoma,arshovartma
ITA-5.66.75,Granuloma or polyp-like growth,shushkarshah/ lohitarshah
ITA-5.66.76,Stye,anjananamika
ITA-5.66.77,Multiple Meibomian cysts,bahalavartma
ITA-5.66.78,Allergic oedema of the eyelid,vartmavabandhakah
ITA-5.66.79,Lid abscess,vartmakardamah
ITA-5.66.80,Palpebral type of spring catarrah,klishtavartma
ITA-5.66.81,"Ecchymosis, haematoma of lid",shyava-vartma
ITA-5.66.82,Conjunctivitis,praklinnavartma/ kaphotklishta-vartma
ITA-5.66.83,Mucopurulent conjunctivitis,apariklinnavartma/ klishta-vartma
ITA-5.66.84,Lagophthalmos,vatahata-vartma
ITA-5.66.85,Polyp or papilloma of lid,vartmarbudah
ITA-5.66.86,Frequent blinking,nimeshah
ITA-5.66.87,Warts on eyelids,vartmagataraktarshah/ shonitarshah
ITA-5.66.88,Chalazion,laganah
ITA-5.66.89,Ulcerative conjunctivitis,bisavartma
ITA-5.66.90,Constriction of eyelids,kuncanah
ITA-5.66.91,"Trichiasis, entropion",pakshmakopah/ pakshmoparodhah
ITA-5.66.92,"Loss of eyelashes, madarosis",pakshmashatah
ITA-5.67.1,Disorders of head,shirorogah/ shirahshulam/ shirastapah/ shirobhitapah
ITA-5.67.2,Headache due to vitiated vata,vataja-shirorogah
ITA-5.67.3,Headache due to vitiated pitta,pittaja-shirorogah
ITA-5.67.4,Headache due to vitiated kapha,kaphaja-shirorogah
ITA-5.67.5,Headache due to vitiated tridosha,sannipataja-shirorogah
ITA-5.67.6,Headache due to vitiated blood,raktaja-shirorogah
ITA-5.67.7,Headache due to krimi (worm infestation),krimija-shirorogah
ITA-5.67.8,Trigeminal neuralgia,anantavatah
ITA-5.67.9,Headache in half of head (hemicrania),ardhavabhedakah
ITA-5.67.10,Headache worsening and subsiding with strength of sun,suryavartah
ITA-5.67.11,Severe pain at temporal region,shankhakah
ITA-5.68.1,Dysfunctional uterine bleeding,asrigdarah/ raktapradarah
ITA-5.68.2,Dysfunctional uterine bleeding due to vitiated vata,vatika-asrigdarah
ITA-5.68.3,Dysfunctional uterine bleeding due to vitiated pitta,paittika-asrigdarah
ITA-5.68.4,Dysfunctional uterine bleeding due to vitiated kapha,shlaishmika-asrigdarah
ITA-5.68.5,Dysfunctional uterine bleeding due to vitiated tridosha,sannipatika-asrigdarah (raktapradarah)
ITA-5.69.1,Vaginal disease,yonirogah/ yonivyapat
ITA-5.69.2,Vaginal disease due to predominant vata,vataja-yonirogah
ITA-5.69.3,Vaginal disease due to predominant pitta,pittaja-yonirogah
ITA-5.69.4,Vaginal disease due to predominant kapha,kaphaja-yonirogah
ITA-5.69.5,Vaginal disease due to vitiated tridosha,sannipataja-yonirogah
ITA-5.69.6,Round-shaped abscess in vagina,yonikandah
ITA-5.69.7,Round-shaped abscess in vagina due to vitiated vata,vatikayonikandah
ITA-5.69.8,Round-shaped abscess in vagina due to vitiated pitta,paittikayonikandah
ITA-5.69.9,Round-shaped abscess in vagina due to vitiated kapha,kaphajayonikandah
ITA-5.69.10,Round-shaped abscess in vagina due to vitiated tridosha,sannipatajayonikandah
ITA-5.70.1,Fetal expulsion in fifth or sixth month of pregnancy,garbhapatah
ITA-5.70.2,Fetal expulsion before fourth month of pregnancy,garbhasravah
ITA-5.70.3,Obstructed fetal presentation,mudhagarbhah
ITA-5.70.4,"Obstructed fetal presentation with both hands, feet and head wedged upwards",kilakah
ITA-5.70.5,"Obstructed fetal presentation with head, hands and feet presenting together",pratikhurah
ITA-5.70.6,Obstructed fetal presentation with the head and one hand presenting,bijakah
ITA-5.70.7,Obstructed fetal presentation with fetus in a transverse lie,parighah
ITA-5.70.8,Intrauterine fetal death,mritagarbhah
ITA-5.70.9,Puerperal disorder,sutikarogah
ITA-5.70.10,Breast milk vitiated by vata,vatajakshiradoshah
ITA-5.70.11,Breast milk vitiated by kapha,kaphajakshiradoshah
ITA-5.70.12,Breast milk vitiated by pitta,pittajakshiradoshah
ITA-5.70.13,Breast milk vitiated by tridosha,sannipatajakshiradoshah
ITA-5.71.1,Paediatric diseases,balarogah
ITA-5.71.2,Ophthalmia neonatorum,kukunaka
ITA-5.71.3,Malnutrition disorder,parigarbhikah
ITA-5.71.4,Dehydration of palate,talukantakah
ITA-5.71.5,Paediatric erysipelas,mahapadmah
ITA-5.71.6,Nodular skin disease of children,ajagallika
ITA-5.71.7,Napkin rash,ahiputana
ITA-5.71.8,Neurological symptoms due to external invisible factors,skandagrahah
ITA-5.71.9,Epilepsy-like symptoms due to external invisible factors,skandapasmarah
ITA-5.71.10,Symptom complex resembling bacterial infection of the skin due to external invisible factors,shakunigrahah
ITA-5.71.11,Symptom complex resembling juvenile pernicious anaemia due to external invisible factors,revatigrahah
ITA-5.71.12,"Fever, retention of urine due to external invisible factors",putanagrahah
ITA-5.71.13,"Diarrhoea, fever, insomnia, emaciation complex due to external invisible factors",andhaputanagrahah
ITA-5.71.14,"Assymmetric body temperature, excess sleep due to external invisible factors",shitaputanagrahah
ITA-5.71.15,"Prominent veins, shiny face due to external invisible factors",mukhamandikagrahah
ITA-5.71.16,"Syncope, constant fever, tremors due to external invisible factors",naigameshagrahah
ITA-5.72.1,Poisoning,vishah
ITA-5.72.2,Vegetable poison,sthavaravishah
ITA-5.72.3,Animal poison,jangamavishah
ITA-5.72.4,Poisonous roots,mulavishah
ITA-5.72.5,Poisonous leaves,patra-vishah
ITA-5.72.6,Poisonous fruits,phalavishah
ITA-5.72.7,Poisonous flowers,pushpa-vishah
ITA-5.72.8,Poisonous barks,tvak-vishah
ITA-5.72.9,Poisonous resinous exudates,sara-vishah
ITA-5.72.10,Poisonous gums; resins,niryasa-vishah
ITA-5.72.11,Poisonous latexes,kshira-vishah
ITA-5.72.12,Poisonous minerals,dhatu-vishah
ITA-5.72.13,Cumulative poisoning with mild effect over time,Dushivishah/ kritrimavishah
ITA-5.72.14,"Cumulative poisoning with mild effect over time, poison lodged in intestines",Pakvashayasthadushivisham
ITA-5.72.15,"Cumulative poisoning with mild effect over time, poison lodged in the tissues",dhatugata-dushivisham
ITA-5.72.16,Poisoning due to spider bite,lutavishah
ITA-5.72.17,Poisoning due to rat bite,mushikavishah/ akhuvishah
ITA-5.72.18,"Slow, chronic spider poisoning",dushivisha-lutadashtah
ITA-5.72.19,Poisoning due to scorpion bite,vrishcikavishah
ITA-5.72.20,Poisoning due to two or more ingredients in combination,garavishah
ITA-5.72.21,Poisoning due to rabid dog bite,alarkavishah
ITA-5.72.22,Poisoning due to contact with an insect,kitavishah
ITA-5.72.23,Reaction due to contact with a frog,mandukadashtah
ITA-5.72.24,Reaction due to ant bite,pipilika-dashtah
ITA-5.72.25,Reaction due to lizard bite,krikalasadashtah
ITA-5.72.26,Poisonous leech bite,savisha-jalaukadashtah
ITA-5.72.27,Contact with or consumption of poisonous fish,savisha-matsyadashtah
ITA-5.72.28,Reaction due to contact with household lizard,grihagodhikadashtah
ITA-5.72.29,Reaction due to sting of honeybee,makshika-dashtah
ITA-5.72.30,Reaction due to sting of mosquito,mashaka-dashtah
ITA-5.72.31,Reaction due to sting of centipede,shatapadi-dashtah
ITA-5.73.1,Injury of vulnerable locations,marmaviddhah/ marmabhighatah/ marmakshatah
ITA-5.73.2,Foreign body in the skin,tvaggata-shalyah
ITA-5.73.3,Foreign body in the muscle,mamsagata-shalyah
ITA-5.73.4,Foreign body between the muscles,peshyantaragata-shalyah
ITA-5.73.5,Foreign body in the veins,siragata-shalyah
ITA-5.73.6,"Foreign body in the ligaments, and tendons",snayugata-shalyah
ITA-5.73.7,Foreign body in the joints,sandhigata-shalyah
ITA-5.73.8,Foreign body in the bones,asthigata-shalyah
ITA-5.73.9,Foreign body in the arteries,dhamanigata-shalyah
ITA-5.73.10,Foreign body in the alimentary canal,koshthagata-shalyah
ITA-5.73.11,"Unripe swelling, pre-pus formation stage.",amashophah
ITA-5.73.12,Injury to perineal raphe,sevani-chedah
ITA-5.73.13,Stab injury,bhinna-sadyovranah
ITA-5.73.14,Injury of visceral organs,koshthaabhighatah/ bhinnah
ITA-5.73.15,Accumulation of blood in the thoracoabdominal cavity due to injury,raktapurnakoshthah
ITA-5.73.16,Accumulation of blood in the stomach due to injury,amashayastha-rudhirah
ITA-5.73.17,Accumulation of blood in the large intestine due to injury,pakvashayastha-rudhirah
ITA-5.73.18,Irremediable internal visceral injury,asadhya-koshthabhedah
ITA-5.73.19,Penetrating or puncturing deep injury,viddhah
ITA-5.73.20,Penetrating or puncturing deep injury to vessels,siraviddhah
ITA-5.73.21,Penetrating or puncturing deep injury to ligaments,snayuviddhah
ITA-5.73.22,Injury to movable and immovable joints,calacala-sandhikshatah
ITA-5.73.23,Injury or damage to the body channels,srotoviddhah
ITA-5.73.24,Injury to the conduit for vital life force,pranavahasrotoviddhah
ITA-5.73.25,Injury to the gastrointestinal tract,annavahasrotoviddhah
ITA-5.73.26,Injury to the watercarrying channels,udakavahasrotoviddhah
ITA-5.73.27,Injury to the channels carrying nutrient fluids,rasavahasrotoviddhah
ITA-5.73.28,Injury to the channels carrying blood,raktavahasrotoviddhah
ITA-5.73.29,Injury to the channels that nourish muscles,mamsavahasrotoviddhah
ITA-5.73.30,Injury to the channels carrying fat,medovahasrotoviddhah
ITA-5.73.31,Injury to the channels that nourish bone,asthivahasrotoviddhah
ITA-5.73.32,Injury to the channels of the genital system,shukravahasrotoviddha
ITA-5.73.33,Injury to the channels of the menstrual system,artavavahasrotoviddhah
ITA-5.73.34,Injury to the channels of the urinary system,mutravahasrotoviddhah
ITA-5.73.35,Injury to the channels of the gastrointestinal system,purishavahasrotoviddhah
ITA-5.73.36,Multiorgan injuries,sarvangabhighatah
ITA-5.73.37,Urethral injury,mutrapraseka-kshananam
ITA-5.73.38,Head injury,shirobhighatah
ITA-5.73.39,Injury to the urinary bladder,basti-abhighatah
ITA-5.73.40,Injury to the seminal passages,mushkasroto abhighatah
ITA-5.73.41,Frostbite,shitabhihatah
ITA-5.74.1,Disorders due to unwholesome diet,aharavaishamyam
ITA-5.74.2,Disorder due to insufficient or suboptimal food intake,hinamatraharah
ITA-5.74.3,Disorder due to excessive or supraoptimal food intake,atimatraharah/ aharatiyogah
ITA-5.74.4,Disorder due to abnormal food intake,aharamithyayogah
ITA-5.74.5,Disorder due to intake of incompatible foods,viruddhannabhojanam/ viruddhaharah
ITA-5.74.6,Disorder due to excessive intake of animal meat from region with dry forests and less rainfall,jangalamamsatyupayogah
ITA-5.74.7,"Disorder due to excess intake of milk from single-hoofed animals (horse, donkey, etc.)",ekashephakshirapanam
ITA-5.74.8,Disorder due to excess intake of food able to increase heat in body or increase pitta,ushnavirya-dravyatiyogah / agneya-dravyatiyogah
ITA-5.74.9,Disorder due to excessive intake of fresh jaggery,navaguda-atyupayogah
ITA-5.74.10,"Disorder due to excessive intake of cereals, e.g. rice",shalidhanya-atiyogah
ITA-5.74.11,"Disorder due to excessive intake of oil, e.g. sesame oil",tailasevana-atiyogah
ITA-5.74.12,Disorder due to abusive ingestion of alcoholic beverages,madyapanatiyogah
ITA-5.74.13,Disorder due to improper consumption of curd,dadhi-mithyopayogah
ITA-5.74.14,Disorder due to excessive intake of drugs or diet with predominantly one taste,rasatiyogah
ITA-5.74.15,Disorder due to excessive intake of sweet substances,madhurarasatiyogah
ITA-5.74.16,Disorder due to excessive intake of sour substances,amlarasatiyogah
ITA-5.74.17,Disorder due to excessive intake of salty substances,lavanarasatiyogah
ITA-5.74.18,Disorder due to excessive intake of pungent substances,katurasatiyogah
ITA-5.74.19,Disorder due to excessive intake of bitter substances,tiktarasatiyogah
ITA-5.74.20,Disorder due to excessive intake of astringent substances,kashayarasatiyogah
ITA-5.75.1,Disorders due to improper lifestyle,viharavaishamyam
ITA-5.75.2,Disorders due to improper sleep,nidra-vaishamyam
ITA-5.75.3,"Disorder due to loss of sleep, insomnia",nidranashah/ asvapnah
ITA-5.75.4,Disorder due to untimely sleeping,akalashayanam
ITA-5.75.5,Disorder due to an improper seasonal regimen,ritukalacarya-vaishamyam
ITA-5.75.6,Disorder due to improper bathing habits,snana-vaishamyam
ITA-5.75.7,Disorder due to head bath with hot water,ushnajala-shirahsnanah
ITA-5.75.8,Disorder due to suppression of natural urges,vegavarodhah
ITA-5.75.9,Disorder due to withholding of flatus,adhovatavegarodhah
ITA-5.75.10,Disorder due to withholding of tears,ashruvegarodhah/ bashpavegarodhah
ITA-5.75.11,Disorder due to withholding of vomiting,chardivegarodhah
ITA-5.75.12,Disorder due to withholding of hiccups,hikkavegarodhah
ITA-5.75.13,Disorder due to withholding of yawning,jrimbhavegarodhah
ITA-5.75.14,Disorder due to withholding of sneezing,kshavathuvegarodhah
ITA-5.75.15,Disorder due to withholding of urine,mutra-vegarodhah/ mutragrahah
ITA-5.75.16,Disorder due to withholding of sleep,nidravegarodhah
ITA-5.75.17,Disorder due to withholding of faeces,purishavegarodhah
ITA-5.75.18,Disorder due to withholding of breath on exertion,shramashvasavegarodhah
ITA-5.75.19,Disorder due to withholding of ejaculation,shukravegarodhah
ITA-5.75.20,Disorder due to suppression of thirst,trishnavegarodhah
ITA-5.75.21,Disorder due to suppression of belching,udgaragrahah
ITA-5.75.22,Disorder due to suppression of hunger,kshud-vegarodhah
ITA-5.75.23,Disorders due to faulty sexual practices,vyavaya-vaishamyam/ maithunapacaram
ITA-5.75.24,Disorder due to deviated sexual activity,vyavayamithyayogah/ mithyavyavayam
ITA-5.75.25,Disorder due to excessive sexual activity,vyavayatiyogah
ITA-5.75.26,Disorders due to improper exercise,vyayama-vaishamyam
ITA-5.75.27,Disorder due to excessive physical exercise,ativyayamah/ vyayamatiyogah
ITA-5.75.28,Disorder due to lack of physical exercise,avyayamah
ITA-5.76.1,Conditions due to faulty treatment,"cikitsapacarah, vyapat, upadrava"
ITA-5.76.2,Condition of improper oleation therapy,snehana-apacarah
ITA-5.76.3,Condition of subnormal oleation,snehana-ayogah
ITA-5.76.4,Condition of excessive oleation,snehana-atiyogah
ITA-5.76.5,Condition of improper administration of oleation therapy,snehanamithyayogah/ mithyasnehanam/ snehana-vyapadah/ snehavibhramam
ITA-5.76.6,Condition due to improper sudation,svedana-apacarah
ITA-5.76.7,Condition of subnormal sudation,svedana-ayogah
ITA-5.76.8,Condition of excessive sudation,svedana-atiyogah
ITA-5.76.9,Condition due to improper drying therapy,rukshana-apacarah
ITA-5.76.10,Condition of excessive drying therapy,rukshana-atiyogah
ITA-5.76.11,Condition due to improper astringent therapy,stambhana-apacarah
ITA-5.76.12,Condition of excessive astringent therapy,stambhana-atiyogah
ITA-5.76.13,Condition of administering constipating drugs in ama condition of diarrhoea,amatisarasangrahah
ITA-5.76.14,Condition of hoaemostasis of vitiated blood,ashuddharaktastambhanam
ITA-5.76.15,Condition of forceful haemostasis of haemorrhage in overnourished,akshinabalamamsasya raktapittastambhanam
ITA-5.76.16,Condition of severe haemorrhage,raktatipravrittih
ITA-5.76.17,Condition due to improper depletion therapy,langhana-apacarah
ITA-5.76.18,Condition of excessive depletion therapy,langhana-atiyogah
ITA-5.76.19,Condition due to improper nourishing therapy,brimhana-apacarah
ITA-5.76.20,Condition of excessive nourishing therapy,brimhana-atiyogah
ITA-5.76.21,Condition due to improper emetic therapy,vamana-apacarah
ITA-5.76.22,Condition of incomplete emetic therapy,vamana-ayogah
ITA-5.76.23,Condition due to excessive therapeutic emesis,vamana-atiyogah
ITA-5.76.24,Condition due to improper emetic therapy,vamanamithyayogah/ avamyanam vamana vyapadah
ITA-5.76.25,Condition caused by emetic therapy administered to person suffering from trauma,kshateshu vamanasya vyapadah
ITA-5.76.26,Condition caused by emetic therapy administered to person with consumption,kshinatisthulakrishabalavriddhadurbalanamaushadhabalasahatvat
ITA-5.76.27,"Condition caused by emetic therapy administered to person who is tired, thirsty and hungry",shrantapipasitakshudhiteshu vamanasya vyapadah
ITA-5.76.28,"Condition caused by emetic therapy administered to person indulging in excessive physical activity, fasting, sex, loud reading of books and excessive thinking",karmabharadhvahtopavasamaithunadhyayanavyayamacintaprasakta
ITA-5.76.29,Condition caused by emetic therapy administered to pregnant woman,garbhinyama vamanasya vyapadah
ITA-5.76.30,Condition caused by emetic therapy administered to sensitive person,sukumara vamanasya vyapadah
ITA-5.76.31,Condition caused by emetic therapy administered to person whose gut is occluded,samvrita koshtha vamanasya vyapadah
ITA-5.76.32,"Condition caused by emetic therapy administered to person with epistaxis, haematemesis",urdhvagaraktapitta vamanasya vyapadah
ITA-5.76.33,Condition caused by emetic therapy administered to person already subject to incessant vomiting,prasakta cchardi vamanasya vyapadah
ITA-5.76.34,Condition caused by emetic therapy administered to person with upward movement of vata,urdhvavatasthapitanuvasita vamanasya vyapadah
ITA-5.76.35,Condition caused by emetic therapy administered to person with heart disease,hridrogi vamanasya vyapadah
ITA-5.76.36,Condition caused by emetic therapy administered to person with abnormal peristalsis,udavarta vamanasya vyapadah
ITA-5.76.37,Condition caused by emetic therapy administered to a person with urinary suppression,mutraghata vamanasya vyapadah
ITA-5.76.38,Condition caused by emetic therapy administered to a person with cataract,timira vamanasya vyapadah
ITA-5.76.39,Condition caused by emetic therapy administered to person with headache,shirahshulah vamanasya vyapadah
ITA-5.76.40,Condition of improper administration of emetic therapy,vamana-vyapadah
ITA-5.76.41,Condition of abdominal distension due to faulty emetic therapy,adhmanamvamanavyapat
ITA-5.76.42,Condition of scissoring pain in throat region due to faulty emetic therapy,parikartika-vamanavyapat
ITA-5.76.43,Condition of exudation of liquid from oral/nasal route due to faulty emetic therapy,parisrava-vamanavyapat
ITA-5.76.44,"Condition of tightness in precordial region, due to faulty emetic therapy",hridayopasaranam/ hridagrahahvamanavyapat
ITA-5.76.45,Condition of stiffness of body due to faulty emetic therapy,gatragrahahvamanavyapat
ITA-5.76.46,Condition of bleeding due to faulty emetic therapy,jivadanam-vamanavyapat
ITA-5.76.47,Condition of rectal prolapse or mental perversion due to faulty emetic therapy,vibramshah-vamanavyapat
ITA-5.76.48,Condition of body rigidity due to faulty emetic therapy,stambhah-vamanavyapat
ITA-5.76.49,Condition of severe mental fatigue due to faulty emetic therapy,klamah-vamanavyapat
ITA-5.76.50,Condition of vitiated vata pain due to faulty emetic therapy,vatashulavyapat
ITA-5.76.51,Condition due to improper purgation therapy,virecanakarmacikitsapacarah
ITA-5.76.52,Signs of excessive administration of purgation therapy,virecanatiyogah
ITA-5.76.53,Condition of insufficient purgation,virecanayogah
ITA-5.76.54,Condition of improper purgation therapy,mithyavirecanam/ virecanamithyayogah
ITA-5.76.55,Condition caused by purgation therapy administered to person in delicate health,subhaga-virecanavyapat
ITA-5.76.56,Condition caused by purgation therapy administered to people with fragile bodily constitution,sukumara-virecanavyapat
ITA-5.76.57,Condition caused by purgation therapy administered to person having anal injury,kshatagudasya virecanavyapat
ITA-5.76.58,Condition caused by purgation therapy administered to person with rectal prolapse,muktanalavirecanavyapat
ITA-5.76.59,Condition caused by purgation therapy administered to person bleeding from lower orifices,adhogaraktapittavirecanavyapat
ITA-5.76.60,Condition caused by purgation therapy administered to person who is fasting,vilamghitadurbalendriyalpagnini
ITA-5.76.61,Condition caused by purgation therapy administered to person whose mind is agitated by passion,kamadivyagramanasovirecanavyapat
ITA-5.76.62,Condition caused by purgation therapy administered to person with indigestion,ajirna-virecanavyapat
ITA-5.76.63,Condition caused by purgation therapy administered to person with fever of recent origin,navajvari-virecanavyapat
ITA-5.76.64,Condition caused by purgation therapy administered to person intoxicated by alcohol,madatyayitavirecanavyapat
ITA-5.76.65,Condition caused by purgation therapy administered to person with abdominal distension,adhmata-virecanavyapat
ITA-5.76.66,Condition caused by purgation therapy administered to person afflicated with foreign body,shalyardita-virecanavyapat
ITA-5.76.67,Condition caused by purgation therapy administered to person with bodily injury,abhighata-virecanavyapat
